food_id,food_name_original,food_name_normalized,source,source_url,category_original,category_normalized,water_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,vitamin_a_mcg,vitamin_b1_mg,vitamin_b2_mg,niacin_mg,vitamin_c_mg,edible_portion_percent,unit_basis,scraped_at,cleaned_at,missing_nutrient_count,completeness_score,notes
tkpi_0239,Tepung Tales Beneng,tepung tales beneng,TKPI,https://www.panganku.org/id-ID/view,Umbi Berpati,umbi berpati,12.2,332.0,5.7,0.6,76.1,12.2,5.5,59.0,302.0,10.7,7.0,1.404,0.8,6.2,,0.0,0.0,,0.02,0.1,0.3,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,Bahan dasar dari gaplek (singkong dijemur)/ talas beneng
tkpi_0240,Tepung Ubi Ungu,tepung ubi ungu,TKPI,https://www.panganku.org/id-ID/view,Umbi Berpati,umbi berpati,9.4,354.0,2.8,0.6,84.4,12.9,2.8,89.0,125.0,3.9,42.0,940.0,0.8,0.6,,0.0,0.0,,0.4,0.02,0.0,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,Bahan dasar ubi jalar ungu
tkpi_0241,Tiwul,tiwul,TKPI,https://www.panganku.org/id-ID/view,Umbi Berpati,umbi berpati,11.2,353.0,2.4,1.1,83.4,6.5,1.6,55.0,95.0,4.7,5.0,670.0,0.2,0.8,,0.0,0.0,,0.02,0.02,0.1,3.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,Berbahan dasar dari gaplek (singkong dijemur) ditambah tepung kacang hijau dan gula merah
tkpi_0242,Tiwul Instan,tiwul instan,TKPI,https://www.panganku.org/id-ID/view,Umbi Berpati,umbi berpati,9.1,395.0,3.2,8.5,76.5,4.2,2.7,81.0,81.0,5.8,377.0,469.0,2.1,1.2,,0.0,0.0,,0.4,0.2,0.2,4.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
tkpi_0243,Ubi Cilembu,ubi cilembu,TKPI,https://www.panganku.org/id-ID/view,Umbi Berpati,umbi berpati,52.7,186.0,1.9,0.2,44.3,3.4,0.9,37.0,51.0,0.6,1.0,61.9,0.1,0.2,,26.0,0.0,,0.02,0.2,0.0,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
tkpi_0244,Uli batatas,uli batatas,TKPI,https://www.panganku.org/id-ID/view,Umbi Berpati,umbi berpati,66.5,150.0,1.1,4.0,27.4,,1.0,,23.0,0.1,6.0,112.0,0.1,0.2,0.0,0.0,0.0,,0.53,0.0,1.3,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,
tkpi_0245,"Kacang arab, kering (Chick pea, raw)","kacang arab, kering (chick pea, raw)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,11.6,330.0,23.8,1.4,60.2,17.4,3.0,57.0,388.0,4.7,24.0,874.3,0.85,3.4,,40.0,140.0,,0.77,0.21,1.5,2.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
tkpi_0246,"Kacang babi, kering (Broad bean, raw)","kacang babi, kering (broad bean, raw)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,11.6,341.0,30.4,3.2,51.3,4.5,3.5,178.0,521.0,6.8,13.0,1.768,0.82,3.1,,,87.0,,0.23,0.33,2.8,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0247,"Kacang belimbing (kecipir), kering (Winged bean, seed, raw)","kacang belimbing (kecipir), kering (winged bean, seed, raw)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,10.4,400.0,34.4,16.9,34.1,10.7,4.2,468.0,182.0,6.8,37.0,955.0,2.82,2.0,,,,,0.3,0.44,3.0,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,6,0.7391,
tkpi_0248,"Kacang beracun, segar","kacang beracun, segar",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,72.1,118.0,4.4,1.5,21.6,,0.4,50.0,50.0,1.7,10.0,40.0,0.3,1.0,,,,,0.43,,,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,9,0.6087,
tkpi_0249,"Kacang bogor, kering (Bambara groundnut, dried)","kacang bogor, kering (bambara groundnut, dried)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,10.0,370.0,16.0,6.0,65.0,26.3,3.0,85.0,264.0,4.2,44.0,868.8,1.48,2.7,0.0,,,,0.18,0.26,6.2,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,
tkpi_0250,"Kacang bogor, segar (Bambara groundnut, fresh)","kacang bogor, segar (bambara groundnut, fresh)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,60.8,165.0,7.7,3.1,27.4,2.5,1.0,96.0,126.0,5.3,6.0,537.0,0.41,1.2,,29.0,,,0.32,0.35,2.7,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0251,"Kacang endel, biji, kering","kacang endel, biji, kering",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,14.0,331.0,25.0,1.0,58.0,23.6,2.0,80.0,400.0,5.0,12.0,1.322,0.68,2.7,0.0,,,,0.3,0.75,2.3,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0252,"Kacang ercis, segar (Pea)","kacang ercis, segar (pea)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,67.6,129.0,12.4,0.7,18.3,28.6,1.0,40.0,130.0,2.3,4.0,310.0,0.3,2.1,,212.0,,,0.29,0.05,2.7,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0253,"kacang galing, segar","kacang galing, segar",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,12.0,336.0,23.1,1.7,59.5,,3.8,80.0,400.0,5.0,,,,,0.0,,,,0.6,,,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,11,0.5217,
tkpi_0254,"Kacang gude, biji, kering (Pigeon pea, fresh)","kacang gude, biji, kering (pigeon pea, fresh)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,16.1,316.0,20.7,1.0,58.0,4.6,4.2,146.0,445.0,4.7,16.0,1.306,0.99,2.7,,19.0,,,0.3,0.19,2.4,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0255,"Kacang gude, biji, segar (Pigeon pea, raw)","kacang gude, biji, segar (pigeon pea, raw)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,70.3,114.0,7.0,0.6,20.8,4.4,2.3,3.0,122.0,1.5,4.0,480.5,0.12,0.9,,,70.0,,0.37,0.07,0.8,43.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,
tkpi_0256,"Kacang hijau var. bakti, kering (Mung bean, raw)","kacang hijau var. bakti, kering (mung bean, raw)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,7.4,350.0,17.1,1.8,70.7,5.7,3.1,94.0,315.0,4.9,46.0,893.9,1.52,3.1,,171.0,235.0,,0.4,0.27,2.6,11.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
tkpi_0257,"Kacang hijau var. siwalik, kering (Mung bean, raw)","kacang hijau var. siwalik, kering (mung bean, raw)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,8.8,339.0,20.8,2.1,64.6,7.4,3.7,122.0,136.0,4.9,45.0,880.4,1.5,3.1,,168.0,321.0,,0.45,0.27,2.6,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,
tkpi_0258,"Kacang hijau, kering (Mung bean, raw)","kacang hijau, kering (mung bean, raw)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,15.5,323.0,22.9,1.5,56.8,7.5,3.3,223.0,319.0,7.5,42.0,815.7,1.9,2.9,,156.0,223.0,,0.46,0.15,1.5,10.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
tkpi_0259,"Kacang hitam, kering (Black turtle bean, raw)","kacang hitam, kering (black turtle bean, raw)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,12.5,346.0,16.6,1.7,66.1,22.8,3.1,70.0,300.0,4.7,3.0,0.0,0.9,3.5,,28.0,,,0.16,0.1,2.1,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0260,"Kacang kapri, segar (Pea)","kacang kapri, segar (pea)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,74.3,98.0,6.7,0.4,17.7,6.2,0.9,22.0,122.0,1.9,6.0,296.6,0.21,1.5,,,680.0,,0.34,0.16,2.5,26.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,
tkpi_0261,"Kacang kedelai, kering (Soya bean, dried)","kacang kedelai, kering (soya bean, dried)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,12.7,381.0,40.4,16.7,24.9,3.2,5.5,222.0,682.0,10.0,210.0,713.4,1.58,3.9,,237.0,31.0,,0.52,0.12,1.2,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,
tkpi_0262,"Kacang kedelai, segar (Soya bean, fresh)","kacang kedelai, segar (soya bean, fresh)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,20.0,286.0,30.2,15.6,30.1,2.9,4.1,196.0,506.0,6.9,28.0,870.9,1.24,3.6,,,95.0,,0.93,0.26,1.8,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0263,"Kacang kincai, kering","kacang kincai, kering",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,4.2,444.0,19.9,16.0,55.0,,4.9,26.0,,,,,,,,,,,0.1,0.1,1.9,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,13,0.4348,
tkpi_0264,"Kacang komak, segar (Hyacinth bean, fresh)","kacang komak, segar (hyacinth bean, fresh)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,20.9,327.0,16.4,4.3,55.8,0.5,2.6,74.0,282.0,4.0,22.0,1.137,0.9,2.1,,,,,0.99,0.12,0.1,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,6,0.7391,
tkpi_0265,"Kacang kuning, kering (Soya bean)","kacang kuning, kering (soya bean)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,11.7,355.0,17.0,2.5,66.0,15.1,2.8,140.0,220.0,5.8,1.0,0.0,0.7,3.2,,58.0,,,0.47,0.08,1.9,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0266,"Kacang lebui /iris, kering (Pigeon pea, raw)","kacang lebui /iris, kering (pigeon pea, raw)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,11.8,346.0,16.5,1.5,66.6,37.3,3.6,144.0,368.0,3.4,17.0,1.225,1.5,3.3,,64.0,,,0.62,0.2,0.0,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0267,"Kacang mentega, kering (Peanut butter fruit, fresh)","kacang mentega, kering (peanut butter fruit, fresh)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,13.7,344.0,16.7,2.1,64.6,13.0,2.9,110.0,300.0,6.7,1.0,10.0,0.7,2.5,,0.0,,,0.21,0.07,1.2,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0268,"Kacang merah /banda, kering (Kidney bean, dried)","kacang merah /banda, kering (kidney bean, dried)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,13.0,350.0,13.9,3.0,66.9,26.3,3.2,84.0,242.0,6.8,19.0,1.127,0.0,42.0,,137.0,,,0.15,0.76,0.3,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0269,"Kacang merah tua, kering (Dark red kidney bean, dried)","kacang merah tua, kering (dark red kidney bean, dried)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,12.3,280.0,16.7,1.6,63.2,4.6,6.2,209.0,335.0,6.4,19.0,1.348,0.69,2.8,,,,,0.1,0.08,2.0,6.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0270,"Kacang merah, kering (Kidney bean, kering)","kacang merah, kering (kidney bean, kering)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,17.7,314.0,22.1,1.1,56.2,4.0,2.9,502.0,429.0,10.3,11.0,1.265,0.65,2.6,,129.0,,,0.4,0.72,2.2,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0271,"Kacang merah, segar (Kidney bean, fresh)","kacang merah, segar (kidney bean, fresh)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,57.2,171.0,11.0,2.2,28.0,2.1,1.7,293.0,134.0,3.7,7.0,360.7,0.34,1.4,,0.0,10.0,,0.15,0.15,1.1,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,
tkpi_0272,"Kacang mete/biji jambu monyet, segar (Cashew nut, mentah)","kacang mete/biji jambu monyet, segar (cashew nut, mentah)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,4.6,616.0,16.3,48.4,28.7,0.9,2.0,26.0,521.0,3.8,26.0,692.0,4.7,4.1,,5.0,,,0.64,0.03,0.0,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0273,"Kacang panjang, biji, kering (Yardlong bean, seeded, dried)","kacang panjang, biji, kering (yardlong bean, seeded, dried)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,12.2,357.0,17.3,1.5,68.6,10.6,0.4,163.0,437.0,6.9,16.0,1.109,0.35,2.8,0.0,2.182,,,0.57,0.98,7.1,2.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
tkpi_0274,"Kacang tanah sangan (Groundnut, baked)","kacang tanah sangan (groundnut, baked)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,1.2,560.0,29.5,43.0,24.1,2.9,2.2,107.0,366.0,4.1,34.0,509.8,1.69,2.1,,0.0,,,0.31,0.3,15.5,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0275,"Kacang tanah sangan tanpa selaput (Groundnut, baked without husk)","kacang tanah sangan tanpa selaput (groundnut, baked without husk)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,2.6,559.0,26.9,44.2,23.6,2.6,2.7,74.0,393.0,1.9,33.0,202.3,520.4,1.7,0.0,0.0,,,0.3,29.47,8.0,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
tkpi_0276,"Kacang tanah, kering (Groundnut, dried)","kacang tanah, kering (groundnut, dried)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,9.6,525.0,27.9,42.7,17.4,2.4,2.4,316.0,456.0,5.7,31.0,466.5,1.55,1.9,,0.0,30.0,,0.44,0.27,1.4,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,
tkpi_0277,"Kacang tolo / tunggak, kering (Cowpea, dried)","kacang tolo / tunggak, kering (cowpea, dried)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,13.5,331.0,24.4,1.9,56.6,1.6,3.6,481.0,399.0,13.9,15.0,7.8,1.03,5.9,,65.0,,,0.06,0.2,4.3,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0278,"Kacang tunis, kering","kacang tunis, kering",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,10.5,351.0,12.2,1.2,72.9,29.5,3.2,120.0,220.0,6.9,1.0,0.0,1.4,2.9,,,,,0.57,0.13,2.5,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,6,0.7391,
tkpi_0279,"Kacang uci, kering","kacang uci, kering",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,9.9,358.0,23.4,2.4,60.6,7.4,3.7,269.0,264.0,0.5,13.0,1.457,0.35,,,20.0,,,0.1,0.2,2.5,2.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0280,"Kacang urei, kering (Rice bean )","kacang urei, kering (rice bean )",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,12.8,354.0,12.8,1.8,69.3,26.1,3.3,220.0,220.0,5.1,1.0,0.0,0.7,3.1,,,,,0.55,0.05,3.5,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,6,0.7391,
tkpi_0281,"Kenari banda, kering (Walnut, banda, dried)","kenari banda, kering (walnut, banda, dried)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,13.0,616.0,13.9,56.2,13.7,,3.2,0.0,380.0,1.4,11.0,460.0,1.1,3.2,,90.0,,,0.83,0.08,0.5,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,6,0.7391,
tkpi_0282,"Kenari, kering (Walnut, dried)","kenari, kering (walnut, dried)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,3.0,657.0,15.0,66.0,13.0,,3.0,92.0,691.0,7.7,3.0,505.8,0.97,3.0,0.0,,,,0.42,0.09,0.5,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0283,"Komak polong, segar (Hyacinth bean)","komak polong, segar (hyacinth bean)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,74.3,99.0,3.3,0.1,21.2,10.3,1.1,50.0,99.0,13.1,15.0,567.0,0.2,0.6,,5.0,,,0.13,0.03,0.2,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0284,"Koro andong, kering (Jack bean, dried)","koro andong, kering (jack bean, dried)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,10.8,356.0,20.5,4.1,61.6,7.0,3.0,150.0,272.0,6.2,18.0,301.8,0.73,2.8,,0.0,,,0.29,0.02,1.4,1.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,
tkpi_0285,"Koro benguk, biji, kering (Hyacinth bean, seaded,dried)","koro benguk, biji, kering (hyacinth bean, seaded,dried)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,15.0,332.0,24.0,3.0,55.0,5.6,3.0,30.0,200.0,2.0,42.0,389.2,1.25,8.7,,0.0,70.0,,0.3,0.12,1.7,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
tkpi_0286,"Koro kerupuk, biji, segar (Hyacinth bean, seeded, fresh)","koro kerupuk, biji, segar (hyacinth bean, seeded, fresh)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,67.2,125.0,8.3,0.7,22.1,2.2,1.7,17.0,12.0,2.7,16.0,150.3,0.48,3.4,,0.0,80.0,,0.11,0.04,1.1,31.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
tkpi_0287,"Koro loke, biji, segar","koro loke, biji, segar",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,88.6,33.0,2.7,0.2,7.9,3.5,0.6,60.0,40.0,2.0,2.0,38.6,0.09,0.4,,0.0,40.0,,0.1,0.0,0.2,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
tkpi_0288,"Koro roay, kering (Lima bean, dried)","koro roay, kering (lima bean, dried)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,13.0,344.0,12.5,2.1,69.4,7.5,3.0,70.0,103.0,4.4,18.0,294.3,0.72,2.7,,0.0,28.0,,0.11,0.21,1.4,1.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
tkpi_0289,"Koro wedus, biji, kering (Hyacinth bean)","koro wedus, biji, kering (hyacinth bean)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,11.8,338.0,22.2,1.5,61.0,5.8,3.5,88.0,395.0,3.5,43.0,403.8,1.3,9.1,0.0,0.0,,,0.62,0.12,1.8,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
tkpi_0290,"Lamtoro biji, muda, segar (White leadtree, inmature, fresh)","lamtoro biji, muda, segar (white leadtree, inmature, fresh)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,77.4,85.0,5.7,0.3,15.4,10.8,1.2,180.0,53.0,2.7,35.0,485.7,0.02,1.4,,0.0,423.0,,0.08,1.15,1.0,15.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
tkpi_0291,"Lamtoro biji, tua, segar (White leadtree, mature, fresh)","lamtoro biji, tua, segar (white leadtree, mature, fresh)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,61.4,148.0,10.6,0.5,26.2,17.0,1.3,155.0,59.0,2.2,28.0,628.5,0.03,2.4,,,416.0,,0.23,0.49,2.8,20.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,
tkpi_0292,Lamtoro var. gung tanpa kulit (White leadtree),lamtoro var. gung tanpa kulit (white leadtree),TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,10.2,367.0,46.4,5.4,32.5,2.6,4.4,136.0,441.0,23.3,65.0,1.462,0.07,5.6,,,18.9,,0.06,1.15,1.0,9.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,
tkpi_0293,Lamtoro var. lokal dengan kulit (White leadtree),lamtoro var. lokal dengan kulit (white leadtree),TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,13.5,336.0,23.8,1.2,59.7,15.4,1.8,867.0,321.0,1.5,134.0,1.858,0.07,5.4,,,321.0,,0.15,1.34,0.9,16.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,
tkpi_0294,"Nangka, biji, segar (Jackfruit, seed, fresh)","nangka, biji, segar (jackfruit, seed, fresh)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,57.7,165.0,4.2,0.1,36.7,1.8,1.3,33.0,200.0,1.0,69.0,179.0,0.12,0.2,0.0,0.0,,,0.2,0.03,1.4,10.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
tkpi_0295,"Saga merah terkupas, kering (Red sandalwood, peeled)","saga merah terkupas, kering (red sandalwood, peeled)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,8.1,449.0,30.6,25.5,31.9,3.5,3.9,1.062,161.0,14.2,66.0,1.496,0.07,5.7,,,107.0,,0.09,1.5,10.9,7.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,
tkpi_0296,"Wijen, kering (Sesame seed)","wijen, kering (sesame seed)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,5.8,568.0,19.3,51.1,18.1,3.6,5.8,1.125,614.0,9.5,18.0,303.7,4.16,7.9,,15.0,,,0.93,0.2,5.7,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,
tkpi_0297,"Kacang belimbing, rebus","kacang belimbing, rebus",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,55.6,204.0,16.9,8.8,17.5,4.8,1.2,230.0,180.0,3.3,43.0,1.098,3.24,2.3,,,,,0.2,0.48,0.7,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,6,0.7391,
tkpi_0298,"Kacang bogor, goreng","kacang bogor, goreng",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,3.0,479.0,12.7,23.2,58.9,1.2,2.2,135.0,184.0,2.9,,,,,,,,,0.25,0.45,4.1,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,10,0.5652,
tkpi_0299,"Kacang bogor, rebus","kacang bogor, rebus",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,61.2,161.0,7.7,2.8,27.1,2.0,1.2,56.0,134.0,1.4,,,,,,,,,0.1,,,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,12,0.4783,
tkpi_0300,"Kacang gude, rebus","kacang gude, rebus",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,61.5,147.0,9.0,0.5,27.5,3.4,1.5,50.0,175.0,2.0,14.0,1.126,0.8,2.7,,12.0,,,0.1,0.07,13.2,,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,
tkpi_0301,"kacang hijau, rebus","kacang hijau, rebus",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,71.3,109.0,8.7,0.5,18.3,1.5,1.2,95.0,149.0,1.5,447.0,657.8,1.4,2.8,,18.0,120.0,,0.12,0.04,0.4,3.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,
