tkpi_food_id,food_name_original,category_normalized,_group
tkpi_0645,"Jeruk banjar, segar (Orange (banjar), fresh)",buah,fruits
tkpi_0646,Jeruk garut-keprok (Mandarin),buah,fruits
tkpi_0647,"Jeruk Kalamansi, segar",buah,fruits
tkpi_0648,"Jeruk manis, segar (orange, fresh)",buah,fruits
tkpi_0649,"Jeruk nipis, segar (Lime, fresh)",buah,fruits
tkpi_0650,"Jeruk ragi, segar",buah,fruits
tkpi_0651,"Kawista, segar (Wood apple, fresh)",buah,fruits
tkpi_0652,"Kedondong masak, segar (Ambarella, fresh)",buah,fruits
tkpi_0653,"Kedondong, segar  (Ambarella, fresh)",buah,fruits
tkpi_0654,"Kelapa hutan, kering",buah,fruits
tkpi_0655,"Kelapa muda, daging, segar (Coconut, flesh, Young, fresh )",buah,fruits
tkpi_0656,"Kemang, segar (Kemang, fresh)",buah,fruits
tkpi_0657,"Kesemek, segar (Persimmons, fresh)",buah,fruits
tkpi_0658,"Kokosan, segar (Langsat, fresh)",buah,fruits
tkpi_0659,"Kranji, segar (Sweet inga, fresh)",buah,fruits
tkpi_0660,"Langsat, segar (Langsat, fresh)",buah,fruits
tkpi_0661,"Lemon, segar (Lemon, fresh)",buah,fruits
tkpi_0662,"Lontar, segar (Palmyra palm, fresh)",buah,fruits
tkpi_0663,"Mangga, segar (Mango, fresh)",buah,fruits
tkpi_0664,"Mangga benggala, segar (Mango, benggala, fresh)",buah,fruits
tkpi_0665,"Mangga gedung, segar (Mango, gedung, fresh)",buah,fruits
tkpi_0666,"Mangga golek, segar (Mango, golek, fresh)",buah,fruits
tkpi_0667,"Mangga harumanis, segar (Mango, harumanis, fresh)",buah,fruits
tkpi_0668,"Mangga indramayu, segar (Mango, indramayu, fresh)",buah,fruits
tkpi_0669,"Mangga kopek, segar (Mango, kopek, fresh)",buah,fruits
tkpi_0670,"Mangga kwini, segar (Mango, kwini, fresh)",buah,fruits
tkpi_0671,"Mangga manalagi, segar (Mango, manalagi, fresh)",buah,fruits
tkpi_0672,"Mangga muda, segar (Mango, unripe, fresh)",buah,fruits
tkpi_0673,"Manggis, segar (Mangosteen, fresh)",buah,fruits
tkpi_0674,"Markisa, segar (Giant Granadilla, fresh)",buah,fruits
tkpi_0675,"Matoa, segar (Matoa, fresh)",buah,fruits
tkpi_0676,"Melon, segar",buah,fruits
tkpi_0677,"Menteng, segar (Kepundung, fresh)",buah,fruits
tkpi_0678,"Nanas palembang, segar (Pineapple,palembang,  fresh)",buah,fruits
tkpi_0679,"Nanas, segar (Pineapple, fresh)",buah,fruits
tkpi_0680,"Nangka masak pohon, segar (Jack fruit, fresh)",buah,fruits
tkpi_0681,"Pala, daging, segar (Nutmeg, flesh, fresh)",buah,fruits
tkpi_0682,"Pepaya, segar (Papaya, fresh)",buah,fruits
tkpi_0683,"Pisang ambon, segar (Banana, fresh)",buah,fruits
tkpi_0684,"Pisang angleng (pisang ampyang), segar (Banana, ampyang, fresh)",buah,fruits
tkpi_0685,"Pisang ayam, segar (Banana, ayam, fresh)",buah,fruits
tkpi_0686,"Pisang gapi, segar  (Banana, gapi, fresh)",buah,fruits
tkpi_0687,"Pisang goroho, segar (Banana, goroho, fresh)",buah,fruits
tkpi_0688,"Pisang hijau, segar (Banana, hijau, fresh)",buah,fruits
tkpi_0689,"Pisang kayu, segar (Banana, kayu, fresh)",buah,fruits
tkpi_0690,"Pisang kepok, segar (Banana, kepok, fresh)",buah,fruits
tkpi_0691,"Pisang ketip, segar (Banana, ketip, fresh)",buah,fruits
tkpi_0692,"Pisang kidang, segar (Banana, kidang, fresh)",buah,fruits
tkpi_0693,"Pisang lampung, segar (Banana, lamoung, fresh)",buah,fruits
tkpi_0694,"Pisang mas bali ampenan, segar  (Banana, mas bali ampenan, fresh)",buah,fruits
tkpi_0695,"Pisang mas bali kopang, segar (Banana, mas bali, fresh)",buah,fruits
tkpi_0696,"Pisang mas, segar (Banana, mas, fresh)",buah,fruits
tkpi_0697,"Pisang raja sereh, segar (Banana raja sereh, fresh)",buah,fruits
tkpi_0698,"Pisang raja, segar (Banana raja, fresh)",buah,fruits
tkpi_0699,"Pisang rotan, segar (Banana, rotan, fresh)",buah,fruits
tkpi_0700,"Pisang talas, segar (Banana, talas, fresh)",buah,fruits
tkpi_0701,Pisang tujuh bulan (Banana),buah,fruits
tkpi_0702,"Pisang ua, segar (Banana, ua. Fresh)",buah,fruits
tkpi_0703,"Pisang uli, segar (Banana, uli, fresh)",buah,fruits
tkpi_0704,"Purut, segar (Lime, wild (Purut))",buah,fruits
tkpi_0705,"Rambutan binjai, segar (Rambutan)",buah,fruits
tkpi_0706,"Rambutan, segar (Rambutan)",buah,fruits
tkpi_0707,"Salak bali, segar (snake fruit, bali,fresh)",buah,fruits
tkpi_0708,"Salak medan, segar (snake fruit, medan, fresh)",buah,fruits
tkpi_0709,"Salak pondoh, segar (snake fruit, pondoh, fresh)",buah,fruits
tkpi_0710,"Salak, segar (snake fruit, fresh)",buah,fruits
tkpi_0711,"Sawo duren, segar (Sapodilla, fresh)",buah,fruits
tkpi_0712,"Sawo kecik, segar (Sapodilla, fresh)",buah,fruits
tkpi_0713,"Sawo Manila, segar (Sapodilla, manila, fresh)",buah,fruits
tkpi_0714,"Semangka, segar (Water melon, fresh)",buah,fruits
tkpi_0715,"Sirsak, segar (Soursop, fresh)",buah,fruits
tkpi_0716,"Sowa, segar",buah,fruits
tkpi_0717,"Srikaya, segar (Sugar apple,fresh)",buah,fruits
tkpi_0718,"Sukun muda, segar (Breadfruit, young, fresh)",buah,fruits
tkpi_0719,"Sukun tua, segar (Breadfruit, fresh)",buah,fruits
tkpi_0720,"Vigus, segar",buah,fruits
tkpi_0721,"Wani, segar",buah,fruits
tkpi_0722,Barongko,buah,fruits
tkpi_0723,Dodol nanas,buah,fruits
tkpi_0724,Getuk pisang,buah,fruits
tkpi_0725,Keripik lampung,buah,fruits
tkpi_0726,Ledre pisang,buah,fruits
tkpi_0727,Lempog durian,buah,fruits
tkpi_0728,Loka anjoro,buah,fruits
tkpi_0729,Rica-rica taipa,buah,fruits
tkpi_0730,Rujak aceh,buah,fruits
tkpi_0731,Sale kesemek,buah,fruits
tkpi_0732,Sale pisang siam,buah,fruits
tkpi_0733,"Sale pisang, cilacap",buah,fruits
tkpi_0734,Sanggara belanda,buah,fruits
tkpi_0735,Tepung Pisang,buah,fruits
tkpi_0736,Tepung Sukun,buah,fruits
tkpi_0737,Abon haruwan,buah,fruits
tkpi_0738,"Anak sapi, daging, gemuk, segar (Veal, meat, high fat, fresh)",daging,meat
tkpi_0739,"Anak sapi, daging, kurus, segar (Veal, meat, high fat, fresh)",daging,meat
tkpi_0740,"Anak sapi, daging, sedang, segar (Veal, meat, fresh)",daging,meat
tkpi_0741,"Angsa, daging, segar (Goose, meat, fresh)",daging,meat
tkpi_0745,"Babi, daging, gemuk,segar (Pork, medium fat, fresh)",daging,meat
tkpi_0746,"Babi, daging, kurus, segar (Pork, lean, fresh)",daging,meat
tkpi_0747,"Babi, ginjal, segar (Kidney, pork, fresh)",daging,meat
tkpi_0748,"Babi, hati, segar (Liver, pork, fresh)",daging,meat
tkpi_0749,"Bebek (itik), daging, segar (Duck, meat, fresh)",daging,meat
tkpi_0750,"Bebek alabio, daging, segar (Duck, alabio, meat, fresh)",daging,meat
tkpi_0751,"Belibis, daging, segar (Whistling duck, meat, fresh)",daging,meat
tkpi_0752,"Burung, sarang, segar",daging,meat
tkpi_0753,"Domba, daging, gemuk, segar (Lamb, meat, high fat, fresh)",daging,meat
tkpi_0754,"Domba, daging, kurus,  segar (Lamb, meat, low fat, fresh)",daging,meat
tkpi_0755,"Domba, ginjal, segar (Kidney, lamb, fresh)",daging,meat
tkpi_0756,"Kambing, daging, segar (Goat, meat, fresh)",daging,meat
tkpi_0757,"Kelinci, daging, segar (Rabbit, meat, fresh)",daging,meat
tkpi_0758,"Kerbau, daging, segar (Buffalo, meat, fresh)",daging,meat
tkpi_0759,"Kuda, daging, segar (Horse, meat, fresh)",daging,meat
tkpi_0760,"Sapi, babat, segar (Tripe, fresh)",daging,meat
tkpi_0763,"Sapi, daging, lemak sedang, segar (Beef, medium fat, fresh)",daging,meat
tkpi_0764,"Sapi, daleman, segar (Offal, beef, fresh)",daging,meat
tkpi_0765,"Sapi, dideh/darah (Black puding (cow's blood), fresh)",daging,meat
tkpi_0766,"Sapi, ginjal, segar (Kidney, beef, fresh)",daging,meat
tkpi_0767,"Sapi, keleponan, segar (Tripe, beef, fresh)",daging,meat
tkpi_0768,"Sapi, liver, segar (Liver, beef, fresh)",daging,meat
tkpi_0769,"Sapi, otak, segar (Brain, beef, fresh)",daging,meat
tkpi_0770,"Sapi, usus, segar",daging,meat
tkpi_0771,"Ulat sagu segar (Caterpillar, sago palm, fresh)",daging,meat
tkpi_0772,"Ayam, ampela, goreng",daging,meat
tkpi_0773,"Ayam, usus, goreng",daging,meat
tkpi_0774,"Bebek, daging, goreng",daging,meat
tkpi_0775,"Buaya, daging, dendeng, mentah",daging,meat
tkpi_0776,Ham,daging,meat
tkpi_0777,"Itik alabio, daging, dendeng, mentah",daging,meat
tkpi_0778,Kerupuk urat,daging,meat
tkpi_0779,"Menjangan, daging, dendeng, mentah",daging,meat
tkpi_0780,"Punai, daging, goreng",daging,meat
tkpi_0781,"Rusa, daging, dendeng, mentah",daging,meat
tkpi_0782,"Sapi, abon",daging,meat
tkpi_0783,"Sapi, abon, asli",daging,meat
tkpi_0784,"Sapi, daging, asap",daging,meat
tkpi_0785,"Sapi, daging, dendeng, mentah",daging,meat
tkpi_0786,"Sapi, daging, kornet",daging,meat
tkpi_0787,"Sapi, daging, sosis (Worst)",daging,meat
tkpi_0788,"Sapi, hati, sosis (liverworst)",daging,meat
tkpi_0789,"Sapi, paru, dendeng, mentah",daging,meat
tkpi_0790,"Sapi, paru, goreng",daging,meat
tkpi_0791,"Ulat sagu, panggang",daging,meat
tkpi_0792,"Ayam goreng church texas, dada",daging,meat
tkpi_0793,"Ayam goreng church,texas paha",daging,meat
tkpi_0794,"Ayam goreng church texas, sayap",daging,meat
tkpi_0795,"Ayam goreng kalasan, paha",daging,meat
tkpi_0796,"Ayam goreng kentucky, dada",daging,meat
tkpi_0797,"Ayam goreng Kentucky, paha",daging,meat
tkpi_0798,"Ayam  goreng Kentucky,sayap",daging,meat
tkpi_0799,Ayam goreng mbok berek dada,daging,meat
tkpi_0800,"Ayam goreng pasundan, dada",daging,meat
tkpi_0801,"Ayam goreng pasundan, paha",daging,meat
tkpi_0802,"Ayam goreng pioneer, dada",daging,meat
tkpi_0803,"Ayam goreng sukabumi, dada",daging,meat
tkpi_0804,"Ayam goreng sukabumi, paha",daging,meat
tkpi_0805,"Ayam taliwang, masakan",daging,meat
tkpi_0806,"Babi hutan masak rica, masakan",daging,meat
tkpi_0807,Beef burger,daging,meat
tkpi_0808,"Beef teriyaki, masakan",daging,meat
tkpi_0809,"Beef yakiniku, masakan",daging,meat
tkpi_0810,Brongkos,daging,meat
tkpi_0811,"Bulgogi, masakan",daging,meat
tkpi_0813,"Chikiniku, masakan",daging,meat
tkpi_0814,"Coto mangkasara, kuda, masakan",daging,meat
tkpi_0815,"Coto mangkasara, sapi, masakan",daging,meat
tkpi_0816,"Djibokum, masakan",daging,meat
tkpi_0817,"Empal (daging) Goreng, masakan",daging,meat
tkpi_0818,Gulai kambing,daging,meat
tkpi_0819,"Jangang bintatoeng, masakan",daging,meat
tkpi_0820,"Kalio ayam, masakan",daging,meat
tkpi_0821,"Kalio jeroan, masakan",daging,meat
tkpi_0822,"Kalio kikil (tunjang), masakan",daging,meat
tkpi_0823,"Kalio otak, masakan",daging,meat
tkpi_0824,"Lawar babi, masakan",daging,meat
tkpi_0825,"Lawar penyu, masakan",daging,meat
tkpi_0826,"Lawara jangang, masakan",daging,meat
tkpi_0827,"Naan maran sapi, masakan",daging,meat
tkpi_0828,"Nasu likku, masakan",daging,meat
tkpi_0829,"Oramu ninahu ndawa olaho, masakan",daging,meat
tkpi_0830,"Paniki masak santan, masakan",daging,meat
tkpi_0831,"Pelolah manuk, masakan",daging,meat
tkpi_0832,"Rawon, masakan",daging,meat
tkpi_0834,"RW, anjing, masakan",daging,meat
tkpi_0835,"Sate, penyu, masakan",daging,meat
tkpi_0836,"Sate pusut, masakan",daging,meat
tkpi_0837,"Penyu, serapah, masakan",daging,meat
tkpi_0838,"Sie reuboh, masakan",daging,meat
tkpi_0839,"Sop buntut, masakan",daging,meat
tkpi_0840,"Sop daging sapi, masakan",daging,meat
tkpi_0841,"Sop kaki sapi, masakan",daging,meat
tkpi_0842,"Sop kambing, masakan",daging,meat
tkpi_0843,"Sop konro, masakan",daging,meat
tkpi_0844,"Sop saudara, masakan",daging,meat
tkpi_0845,"Soto bandung, masakan",daging,meat
tkpi_0846,"Soto banjar, masakan",daging,meat
tkpi_0847,"Soto betawi, masakan",daging,meat
tkpi_0848,"Soto jeroan, masakan",daging,meat
tkpi_0849,"Soto kudus, masakan",daging,meat
tkpi_0850,"Soto madura, masakan",daging,meat
tkpi_0851,"Soto padang, masakan",daging,meat
tkpi_0852,"Soto pekalongan, masakan",daging,meat
tkpi_0853,"Soto pemalang, masakan",daging,meat
tkpi_0854,"Soto sukaraja, masakan",daging,meat
tkpi_0855,"Soto sulung, masakan",daging,meat
tkpi_0856,"Sukiyaki, masakan",daging,meat
tkpi_0857,"Tedong pallu basa, masakan",daging,meat
tkpi_0858,"Tikus rica, masakan",daging,meat
tkpi_0859,"Tinoransa, masakan",daging,meat
tkpi_0862,"Cumi-cumi, segar (Squid, fresh)",ikan/kerang/udang dll,fish
tkpi_0863,"Ikan bader, segar (Silver barb, fresh)",ikan/kerang/udang dll,fish
tkpi_0864,"Ikan balong, segar",ikan/kerang/udang dll,fish
tkpi_0865,"Ikan bambangan, segar (Humphead Snapper, fresh)",ikan/kerang/udang dll,fish
tkpi_0866,"Ikan bandeng, segar (Milkfish, raw)",ikan/kerang/udang dll,fish
tkpi_0867,"Ikan banjar, segar",ikan/kerang/udang dll,fish
tkpi_0868,"Ikan baronang, segar (Golden-lined spinefoot, fresh)",ikan/kerang/udang dll,fish
tkpi_0869,"Ikan batung, segar (Indonesian-Shortfin Eel)",ikan/kerang/udang dll,fish
tkpi_0871,"Ikan bawal, segar (Silver Pomfret, fresh)",ikan/kerang/udang dll,fish
tkpi_0872,"Ikan Belida, segar (Indonesian featherback, fresh)",ikan/kerang/udang dll,fish
tkpi_0873,"Ikan beunteur, segar (Spotted Barb, fresh)",ikan/kerang/udang dll,fish
tkpi_0874,"Ikan biawan, segar (Kissing goorami, fresh)",ikan/kerang/udang dll,fish
tkpi_0875,"Ikan bili, segar (Minnows, fresh)",ikan/kerang/udang dll,fish
tkpi_0876,"Ikan bubara, segar",ikan/kerang/udang dll,fish
tkpi_0877,"Ikan bulan-bulan, segar (Indo-Pacifik Tarpon, fresh)",ikan/kerang/udang dll,fish
tkpi_0878,"Ikan cakalang, segar (Scipjack tuna, fresh)",ikan/kerang/udang dll,fish
tkpi_0879,"Ikan cakalang, hati, segar (Scipjack tuna, fresh)",ikan/kerang/udang dll,fish
tkpi_0880,"Ikan cakalang, jantung, segar (Scipjack tuna, fresh)",ikan/kerang/udang dll,fish
tkpi_0881,"Ikan cakalang, perut, segar (Scipjack tuna, fresh)",ikan/kerang/udang dll,fish
tkpi_0882,"Ikan daun, segar (Leaffish, fresh)",ikan/kerang/udang dll,fish
tkpi_0883,"Ikan ekor kuning, segar (Yellowtail, fish, fresh)",ikan/kerang/udang dll,fish
tkpi_0884,"Ikan gabus, segar (Asian snakehead, fresh)",ikan/kerang/udang dll,fish
tkpi_0885,"Ikan heu, segar",ikan/kerang/udang dll,fish
tkpi_0886,"Ikan hitam, segar (Black Sharkminnow, fresh)",ikan/kerang/udang dll,fish
tkpi_0887,"Ikan hiu, segar (Fish, shark, fresh)",ikan/kerang/udang dll,fish
tkpi_0888,"Ikan kacangan, segar",ikan/kerang/udang dll,fish
tkpi_0889,"Ikan kakap, segar",ikan/kerang/udang dll,fish
tkpi_0890,"Ikan kakatua, segar",ikan/kerang/udang dll,fish
tkpi_0891,"Ikan kalaban, segar (Minnows, fresh)",ikan/kerang/udang dll,fish
tkpi_0892,"Ikan kamera (kakap merah), segar",ikan/kerang/udang dll,fish
tkpi_0893,"Ikan kapar, segar (Malay Combtail, fresh)",ikan/kerang/udang dll,fish
tkpi_0894,"Ikan kawalinya, segar (Indian mackerel, fresh)",ikan/kerang/udang dll,fish
tkpi_0895,"Ikan keru-keru, segar (Puffers, fresh)",ikan/kerang/udang dll,fish
tkpi_0896,"Ikan kima, segar (Clam, shell, fresh)",ikan/kerang/udang dll,fish
tkpi_0897,"Ikan lais, segar (Sheatfish, fresh)",ikan/kerang/udang dll,fish
tkpi_0898,"Ikan layang, segar (Indian scad, fresh)",ikan/kerang/udang dll,fish
tkpi_0899,"Ikan layur, segar (Hairtail, fresh)",ikan/kerang/udang dll,fish
tkpi_0900,"Ikan lehoma, segar (Indian mackerel, fresh)",ikan/kerang/udang dll,fish
tkpi_0901,"Ikan lemuru, segar (Bali sardinella, fresh)",ikan/kerang/udang dll,fish
tkpi_0902,"Ikan lidah, segar (Flatfishes, fresh)",ikan/kerang/udang dll,fish
tkpi_0903,"Ikan malalugis, segar",ikan/kerang/udang dll,fish
tkpi_0904,"Ikan mamar merah, segar",ikan/kerang/udang dll,fish
tkpi_0905,"Ikan mas, segar (Common carp, fresh)",ikan/kerang/udang dll,fish
tkpi_0906,"Ikan mayong, segar",ikan/kerang/udang dll,fish
tkpi_0907,"Ikan mujahir, segar (Mozambique tilapia, fresh)",ikan/kerang/udang dll,fish
tkpi_0908,"Ikan nasu metti, segar",ikan/kerang/udang dll,fish
tkpi_0909,"Ikan oci, kembung, segar (Indian mackerels, fresh)",ikan/kerang/udang dll,fish
tkpi_0910,"Ikan paling, segar",ikan/kerang/udang dll,fish
tkpi_0911,"Ikan papuyu/ betok, segar (Climbing perch, fresh)",ikan/kerang/udang dll,fish
tkpi_0913,"Ikan pomo, segar",ikan/kerang/udang dll,fish
tkpi_0915,"Ikan saluang, segar (Rasboras fish, fresh)",ikan/kerang/udang dll,fish
tkpi_0916,"Ikan sarden, segar (Herrings, fresh)",ikan/kerang/udang dll,fish
tkpi_0917,"Ikan selar, segar (Scadfish, fresh)",ikan/kerang/udang dll,fish
tkpi_0918,"Ikan sepat, segar (Snakeskin gourami, fresh)",ikan/kerang/udang dll,fish
tkpi_0919,"Ikan sidat, segar (Shortfin Eel, fresh)",ikan/kerang/udang dll,fish
tkpi_0920,"Ikan sunu, segar (Leopard coralgrouper, fresh)",ikan/kerang/udang dll,fish
tkpi_0921,"Ikan tahuman, segar",ikan/kerang/udang dll,fish
tkpi_0922,"Ikan tarmon, segar",ikan/kerang/udang dll,fish
tkpi_0923,"Ikan telan, segar (spiny eel, fresh)",ikan/kerang/udang dll,fish
tkpi_0924,"Ikan tembang, segar (Bonga shad, fresh)",ikan/kerang/udang dll,fish
tkpi_0925,"Ikan tempahas, segar",ikan/kerang/udang dll,fish
tkpi_0926,"Ikan terbang, segar (Flyingfishes, fresh)",ikan/kerang/udang dll,fish
tkpi_0927,"Ikan teri, segar (Anchovies, fresh)",ikan/kerang/udang dll,fish
tkpi_0928,"Ikan titang, segar (Spotted scat,fresh)",ikan/kerang/udang dll,fish
tkpi_0929,"Ikan tongkol, segar (Tuna, fresh)",ikan/kerang/udang dll,fish
tkpi_0930,"Ikan turi, segar",ikan/kerang/udang dll,fish
tkpi_0931,"Keong, segar (Snail, fresh)",ikan/kerang/udang dll,fish
tkpi_0934,"Kodok, segar (Frog, fresh)",ikan/kerang/udang dll,fish
tkpi_0935,"Kura-kura, segar (Turtles, fresh)",ikan/kerang/udang dll,fish
tkpi_0936,"Kuro, segar (Threadfin, fresh)",ikan/kerang/udang dll,fish
tkpi_0937,"Lokan, segar",ikan/kerang/udang dll,fish
tkpi_0938,"Rajungan, segar",ikan/kerang/udang dll,fish
tkpi_0939,"Rebon, udang kecil, segar",ikan/kerang/udang dll,fish
tkpi_0940,Rusip,ikan/kerang/udang dll,fish
tkpi_0941,"Udang galah, segar (Giant river prawn, fresh)",ikan/kerang/udang dll,fish
tkpi_0942,"Udang, besar, segar (Tiger prawn, fresh)",ikan/kerang/udang dll,fish
tkpi_0943,"Udang, segar (Shrimp, fresh)",ikan/kerang/udang dll,fish
tkpi_0944,"Bekicot, dendeng, mentah",ikan/kerang/udang dll,fish
tkpi_0946,"Cumi-cumi, goreng (Squid, fried)",ikan/kerang/udang dll,fish
tkpi_0947,"Ikan asin, kering",ikan/kerang/udang dll,fish
tkpi_0948,"Ikan bandeng presto, masakan",ikan/kerang/udang dll,fish
tkpi_0950,"Ikan Belida bakar (Indonesian featherback, fresh)",ikan/kerang/udang dll,fish
tkpi_0951,"Ikan cakalang asap, mentah (Skipjack tuna, fish,smoked, raw)",ikan/kerang/udang dll,fish
tkpi_0952,"Ikan cakalang asin, mentah (Skipjack tuna,fish, salted, raw)",ikan/kerang/udang dll,fish
tkpi_0953,"Ikan calo/ peda, mentah",ikan/kerang/udang dll,fish
tkpi_0954,"Ikan Gabus asap, mentah (Asian snakehead, fish, smoked)",ikan/kerang/udang dll,fish
tkpi_0955,"Ikan Gabus, kering (Asian snakehead, fish, dried)",ikan/kerang/udang dll,fish
tkpi_0956,"Ikan gete, goreng",ikan/kerang/udang dll,fish
tkpi_0957,"Ikan hiu, kering (Shark, fish, dried)",ikan/kerang/udang dll,fish
tkpi_0958,"Ikan katombo, asin (Pargy, fish, salted)",ikan/kerang/udang dll,fish
tkpi_0959,"Ikan kayu, kering",ikan/kerang/udang dll,fish
tkpi_0960,Ikan Lais bakar,ikan/kerang/udang dll,fish
tkpi_0961,"Ikan lomak asin, mentah",ikan/kerang/udang dll,fish
tkpi_0962,Ikan Mas pepes,ikan/kerang/udang dll,fish
tkpi_0963,Ikan mujahir goreng,ikan/kerang/udang dll,fish
tkpi_0964,Ikan Mujahir pepes,ikan/kerang/udang dll,fish
tkpi_0965,"Ikan mujahir, dendeng, mentah",ikan/kerang/udang dll,fish
tkpi_0966,"Ikan Papuyu, bakar",ikan/kerang/udang dll,fish
tkpi_0967,"Ikan Patin, bakar",ikan/kerang/udang dll,fish
tkpi_0968,"Ikan peda banjar, mentah",ikan/kerang/udang dll,fish
tkpi_0969,"Ikan pepetek, mentah (Ponyfish, fresh)",ikan/kerang/udang dll,fish
tkpi_0970,"Ikan Pindang banjar, mentah",ikan/kerang/udang dll,fish
tkpi_0971,"Ikan Pindang benggol, mentah",ikan/kerang/udang dll,fish
tkpi_0972,"Ikan Pindang layang, mentah",ikan/kerang/udang dll,fish
tkpi_0973,"Ikan Pindang selar, mentah",ikan/kerang/udang dll,fish
tkpi_0974,"Ikan sale, mentah",ikan/kerang/udang dll,fish
tkpi_0975,"Ikan sale lais, mentah (Sheatfish)",ikan/kerang/udang dll,fish
tkpi_0976,"Ikan saluang, kering, mentah (Rasborafish)",ikan/kerang/udang dll,fish
tkpi_0977,"Ikan sanggang, masakan",ikan/kerang/udang dll,fish
tkpi_0978,"Ikan selar kuning, cue, mentah (Black-banded trevally)",ikan/kerang/udang dll,fish
tkpi_0979,"Ikan selar, kering, mentah (Trevally yellow-banded)",ikan/kerang/udang dll,fish
tkpi_0980,"Ikan sepat, kering, mentah (Siamese gourami)",ikan/kerang/udang dll,fish
tkpi_0981,"Ikan sunu, asin, mentah (Coral trout)",ikan/kerang/udang dll,fish
tkpi_0982,"Ikan, tepung, mentah",ikan/kerang/udang dll,fish
tkpi_0983,"Ikan Teri nasi, kering, mentah",ikan/kerang/udang dll,fish
tkpi_0984,"Ikan Teri, bubuk, mentah",ikan/kerang/udang dll,fish
tkpi_0986,"Ikan Teri, kering, tawar, mentah",ikan/kerang/udang dll,fish
tkpi_0987,"Ikan Teri, tepung, mentah",ikan/kerang/udang dll,fish
tkpi_0990,"Rebon, kering, mentah",ikan/kerang/udang dll,fish
tkpi_0991,"Rebung laut, mentah",ikan/kerang/udang dll,fish
tkpi_0992,Sardines dalam kaleng,ikan/kerang/udang dll,fish
tkpi_0993,"Teripang, dendeng, mentah",ikan/kerang/udang dll,fish
tkpi_0994,"Udang kering, mentah",ikan/kerang/udang dll,fish
tkpi_0995,"Udang papay, mentah",ikan/kerang/udang dll,fish
tkpi_0996,Abon ikan,ikan/kerang/udang dll,fish
tkpi_0997,"Betok wadi, masakan (Climbing gouramy)",ikan/kerang/udang dll,fish
tkpi_0998,"Bou ninahu ndamate, masakan",ikan/kerang/udang dll,fish
tkpi_0999,"Bouiki ninahu nggaluku, masakan",ikan/kerang/udang dll,fish
tkpi_1000,Cakalang asar (asap),ikan/kerang/udang dll,fish
tkpi_1002,"Dendeng mujahir, goreng, masakan",ikan/kerang/udang dll,fish
tkpi_1003,Fillet o-fish,ikan/kerang/udang dll,fish
tkpi_1006,"Gulai ikan, masakan",ikan/kerang/udang dll,fish
tkpi_1007,"Gulai ikan paya, masakan",ikan/kerang/udang dll,fish
tkpi_1008,"Gulai keumamah, masakan",ikan/kerang/udang dll,fish
tkpi_1009,"Gulai tiram, masakan",ikan/kerang/udang dll,fish
tkpi_1010,"Gurame asem manis, masakan",ikan/kerang/udang dll,fish
tkpi_1011,"Ikan asar merah, masakan",ikan/kerang/udang dll,fish
tkpi_1012,"Jambal goreng, masakan",ikan/kerang/udang dll,fish
tkpi_1013,"Jukku pallu kaloa, masakan",ikan/kerang/udang dll,fish
tkpi_1014,"Kaholeo, masakan",ikan/kerang/udang dll,fish
tkpi_1015,Lawara penjah,ikan/kerang/udang dll,fish
tkpi_1016,"Model, masakan",ikan/kerang/udang dll,fish
tkpi_1017,"Mujahir acar kuning, masakan",ikan/kerang/udang dll,fish
tkpi_1018,"Parede baleh, masakan",ikan/kerang/udang dll,fish
tkpi_1019,"Pempek adaan, masakan",ikan/kerang/udang dll,fish
tkpi_1020,"Pempek belida, masakan",ikan/kerang/udang dll,fish
tkpi_1021,"Pempek kapal selam, masakan",ikan/kerang/udang dll,fish
tkpi_1022,"Pempek kelesan, masakan",ikan/kerang/udang dll,fish
tkpi_1023,"Pempek kulit, masakan",ikan/kerang/udang dll,fish
tkpi_1024,"Pempek telur, masakan",ikan/kerang/udang dll,fish
tkpi_1025,"Pempek tenggiri, masakan",ikan/kerang/udang dll,fish
tkpi_1026,"Pencok lele, masakan",ikan/kerang/udang dll,fish
tkpi_1027,Pinda,ikan/kerang/udang dll,fish
tkpi_1028,"Pindang kenari, masakan",ikan/kerang/udang dll,fish
tkpi_1029,"Saboko gurita, masakan",ikan/kerang/udang dll,fish
tkpi_1030,"Saboko saltan, masakan",ikan/kerang/udang dll,fish
tkpi_1031,"Saboko sardin, masakan",ikan/kerang/udang dll,fish
tkpi_1032,Sate Bandeng,ikan/kerang/udang dll,fish
tkpi_1033,"Sepi, masakan",ikan/kerang/udang dll,fish
tkpi_1034,"Tekwan, masakan",ikan/kerang/udang dll,fish
tkpi_1035,"Teri belado, masakan",ikan/kerang/udang dll,fish
tkpi_1036,"Tumis bandeng, masakan",ikan/kerang/udang dll,fish
tkpi_1037,Tumis keumamah,ikan/kerang/udang dll,fish
tkpi_1040,"Telur ayam ras, bagian kuning, segar (Domestic chicken, egg, yolk, raw)",telur,dairy_egg
tkpi_1041,"Telur aAyam ras, bagian putih, segar (Domestic chicken, egg, white, raw)",telur,dairy_egg
tkpi_1042,"Telur bebek alabio, segar (Duck, alabio, egg, fresh)",telur,dairy_egg
tkpi_1043,"Telur bebek, bagian kuning, segar (Duck, egg, yolk, fresh)",telur,dairy_egg
tkpi_1044,"Telur bebek, bagian putih, segar (Duck, egg, white, fresh)",telur,dairy_egg
