source_food_id,source_food_name,source_category,usda_fdc_id,usda_food_name,usda_category,similarity_score,confidence
tkpi_0620,"buah mentega (bisbul), segar (persimmons, japanese, fresh)",buah,169942,"Persimmons, japanese, dried",Fruits and Fruit Juices,0.6103,MEDIUM
tkpi_0499,"kucai, segar (chinese chives, fresh)",sayuran,169994,"Chives, raw",Vegetables and Vegetable Products,0.6073,MEDIUM
tkpi_0768,"sapi, liver, segar (liver, beef, fresh)",daging,169451,"Beef, variety meats and by-products, liver, raw",Beef Products,0.6058,MEDIUM
tkpi_0423,"daun kesum, segar (garlic, leaf, fresh)",sayuran,169230,"Garlic, raw",Vegetables and Vegetable Products,0.6018,MEDIUM
tkpi_0528,"selada air, segar (watercress, fresh)",sayuran,170068,"Watercress, raw",Vegetables and Vegetable Products,0.5939,MEDIUM
tkpi_0931,"keong, segar (snail, fresh)",ikan/kerang/udang dll,167744,"Mollusks, snail, raw",Finfish and Shellfish Products,0.5862,MEDIUM
tkpi_0776,ham,daging,168223,"Pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted",Pork Products,0.5832,MEDIUM
tkpi_0011,"beras parboiled (rice, parboiled)",serealia,169707,"Rice, white, long-grain, parboiled, enriched, dry",Cereal Grains and Pasta,0.5812,MEDIUM
tkpi_0407,"daun gelang, segar (purslane, leaf, fresh)",sayuran,169274,"Purslane, raw",Vegetables and Vegetable Products,0.572,MEDIUM
tkpi_0541,"terung panjang (eggplant, fresh)",sayuran,169228,"Eggplant, raw",Vegetables and Vegetable Products,0.5706,MEDIUM
tkpi_0756,"kambing, daging, segar (goat, meat, fresh)",daging,175303,"Game meat, goat, raw","Lamb, Veal, and Game Products",0.5656,MEDIUM
tkpi_1083,minyak kelapa (coconut oil),minyak/lemak,171412,"Oil, coconut",Fats and Oils,0.5625,MEDIUM
tkpi_1050,"telur bebek, asin, mentah (duck, egg, salted, raw)",telur,172189,"Egg, duck, whole, fresh, raw",Dairy and Egg Products,0.5607,MEDIUM
tkpi_0418,"daun kecipir, segar (winged bean, leaf, fresh)",sayuran,170478,"Winged bean leaves, raw",Vegetables and Vegetable Products,0.5603,MEDIUM
tkpi_0673,"manggis, segar (mangosteen, fresh)",buah,169090,"Mangosteen, canned, syrup pack",Fruits and Fruit Juices,0.5581,MEDIUM
tkpi_0759,"kuda, daging, segar (horse, meat, fresh)",daging,175087,"Game meat, horse, cooked, roasted","Lamb, Veal, and Game Products",0.5573,MEDIUM
tkpi_1125,"daun salam, bubuk (bay-leaf)",bumbu,170917,"Spices, bay leaf",Spices and Herbs,0.5561,MEDIUM
tkpi_0719,"sukun tua, segar (breadfruit, fresh)",buah,171714,"Breadfruit, raw",Fruits and Fruit Juices,0.5544,MEDIUM
tkpi_0486,"kecipir muda, segar (winged bean, fresh)",sayuran,170478,"Winged bean leaves, raw",Vegetables and Vegetable Products,0.554,MEDIUM
tkpi_0014,"cantel, mentah (sorghum, raw)",serealia,169716,Sorghum grain,Cereal Grains and Pasta,0.5498,MEDIUM
tkpi_0943,"udang, segar (shrimp, fresh)",ikan/kerang/udang dll,175179,"Crustaceans, shrimp, raw",Finfish and Shellfish Products,0.5446,MEDIUM
tkpi_0548,"wortel, segar (carrot, fresh)",sayuran,170491,"Carrot juice, canned",Vegetables and Vegetable Products,0.5399,MEDIUM
tkpi_0712,"sawo kecik, segar (sapodilla, fresh)",buah,167759,"Sapodilla, raw",Fruits and Fruit Juices,0.5394,MEDIUM
tkpi_0711,"sawo duren, segar (sapodilla, fresh)",buah,167759,"Sapodilla, raw",Fruits and Fruit Juices,0.5394,MEDIUM
tkpi_0887,"ikan hiu, segar (fish, shark, fresh)",ikan/kerang/udang dll,173697,"Fish, shark, mixed species, raw",Finfish and Shellfish Products,0.5374,MEDIUM
tkpi_0957,"ikan hiu, kering (shark, fish, dried)",ikan/kerang/udang dll,173697,"Fish, shark, mixed species, raw",Finfish and Shellfish Products,0.5374,MEDIUM
tkpi_0907,"ikan mujahir, segar (mozambique tilapia, fresh)",ikan/kerang/udang dll,175176,"Fish, tilapia, raw",Finfish and Shellfish Products,0.5311,MEDIUM
tkpi_0458,"daun talas, segar (taro, leaf, fresh)",sayuran,169308,"Taro, raw",Vegetables and Vegetable Products,0.5304,MEDIUM
tkpi_0392,"bit, segar (beet, fresh)",sayuran,170375,"Beet greens, raw",Vegetables and Vegetable Products,0.5289,MEDIUM
tkpi_0905,"ikan mas, segar (common carp, fresh)",ikan/kerang/udang dll,171952,"Fish, carp, raw",Finfish and Shellfish Products,0.5285,MEDIUM
tkpi_0157,"sagu singkong, kering (cassava, starch, dried)",umbi berpati,169985,"Cassava, raw",Vegetables and Vegetable Products,0.5236,MEDIUM
tkpi_0296,"wijen, kering (sesame seed)",kacang-kacangan,170150,"Seeds, sesame seeds, whole, dried",Nut and Seed Products,0.5233,MEDIUM
tkpi_0020,"jawawut, mentah (italian millet, raw)",serealia,169702,"Millet, raw",Cereal Grains and Pasta,0.5229,MEDIUM
tkpi_0258,"kacang hijau, kering (mung bean, raw)",kacang-kacangan,174256,"Mung beans, mature seeds, raw",Legumes and Legume Products,0.5199,MEDIUM
tkpi_0433,"daun lobak, segar (radish, leaf, fresh)",sayuran,170095,"Radish seeds, sprouted, raw",Vegetables and Vegetable Products,0.5105,MEDIUM
tkpi_0504,"labu kuning, segar (pumpkin, fresh)",sayuran,168448,"Pumpkin, raw",Vegetables and Vegetable Products,0.5077,MEDIUM
tkpi_0506,"labu waluh, segar (pumpkin, fresh)",sayuran,168448,"Pumpkin, raw",Vegetables and Vegetable Products,0.5077,MEDIUM
tkpi_0985,"ikan teri, kering, mentah (anchovy)",ikan/kerang/udang dll,174182,"Fish, anchovy, european, raw",Finfish and Shellfish Products,0.5052,MEDIUM
tkpi_1048,"telur burung puyuh, segar (quail, egg, fress)",telur,172191,"Egg, quail, whole, fresh, raw",Dairy and Egg Products,0.5042,MEDIUM
tkpi_0426,"daun kubis, segar (cabbage, fresh)",sayuran,169975,"Cabbage, raw",Vegetables and Vegetable Products,0.5036,MEDIUM
tkpi_0649,"jeruk nipis, segar (lime, fresh)",buah,168156,"Lime juice, raw",Fruits and Fruit Juices,0.4986,MEDIUM
tkpi_1124,"cengkeh, kering (cloves, dried)",bumbu,171321,"Spices, cloves, ground",Spices and Herbs,0.4965,MEDIUM
tkpi_1130,"kunyit, segar (turmeric)",bumbu,172231,"Spices, turmeric, ground",Spices and Herbs,0.4965,MEDIUM
tkpi_0663,"mangga, segar (mango, fresh)",buah,169091,"Mango, dried, sweetened",Fruits and Fruit Juices,0.4941,MEDIUM
tkpi_0718,"sukun muda, segar (breadfruit, young, fresh)",buah,171714,"Breadfruit, raw",Fruits and Fruit Juices,0.4938,MEDIUM
tkpi_1045,"telur bebek tambak, segar (domestic duck, egg, fresh)",telur,172189,"Egg, duck, whole, fresh, raw",Dairy and Egg Products,0.491,MEDIUM
tkpi_0524,"sawi putih / pecai, segar (pak choi, fresh)",sayuran,170390,"Cabbage, chinese (pak-choi), raw",Vegetables and Vegetable Products,0.4909,MEDIUM
tkpi_0140,"bengkuang, segar (yam bean, fresh)",umbi berpati,170071,"Yam, raw",Vegetables and Vegetable Products,0.4905,MEDIUM
tkpi_0264,"kacang komak, segar (hyacinth bean, fresh)",kacang-kacangan,175210,"Hyacinth beans, mature seeds, raw",Legumes and Legume Products,0.487,MEDIUM
tkpi_0151,"ketela pohon/ singkong, segar (cassava, fresh)",umbi berpati,169985,"Cassava, raw",Vegetables and Vegetable Products,0.4858,MEDIUM
tkpi_0155,"sagu kasbi segar (cassava starch, fresh)",umbi berpati,169985,"Cassava, raw",Vegetables and Vegetable Products,0.4842,MEDIUM
tkpi_0682,"pepaya, segar (papaya, fresh)",buah,169107,"Papaya nectar, canned",Fruits and Fruit Juices,0.4817,MEDIUM
tkpi_0387,"bakung, segar (welsh onion, fresh)",sayuran,170007,"Onions, welsh, raw",Vegetables and Vegetable Products,0.478,MEDIUM
tkpi_0758,"kerbau, daging, segar (buffalo, meat, fresh)",daging,175299,"Game meat, buffalo, water, raw","Lamb, Veal, and Game Products",0.477,MEDIUM
tkpi_0527,"selada, segar (lettuce)",sayuran,169249,"Lettuce, green leaf, raw",Vegetables and Vegetable Products,0.4767,MEDIUM
tkpi_0008,"beras ketan putih tumbuk, mentah (glutinous rice, white, husk,raw)",serealia,169711,"Rice, white, glutinous, unenriched, cooked",Cereal Grains and Pasta,0.4711,MEDIUM
tkpi_0005,"beras jagung kuning, kering, mentah (corn, yellow",serealia,170288,"Corn grain, yellow",Cereal Grains and Pasta,0.4681,MEDIUM
tkpi_0615,"belimbing, segar (starfruit, fresh)",buah,171715,"Carambola, (starfruit), raw",Fruits and Fruit Juices,0.4678,MEDIUM
tkpi_0934,"kodok, segar (frog, fresh)",ikan/kerang/udang dll,168148,"Frog legs, raw",Finfish and Shellfish Products,0.4673,MEDIUM
tkpi_1044,"telur bebek, bagian putih, segar (duck, egg, white, fresh)",telur,172189,"Egg, duck, whole, fresh, raw",Dairy and Egg Products,0.4669,MEDIUM
tkpi_0508,"lobak, segar (turnip, fresh)",sayuran,170061,"Turnip greens, raw",Vegetables and Vegetable Products,0.4659,MEDIUM
tkpi_1043,"telur bebek, bagian kuning, segar (duck, egg, yolk, fresh)",telur,172189,"Egg, duck, whole, fresh, raw",Dairy and Egg Products,0.4625,MEDIUM
tkpi_0391,"bayam merah, segar (spinach, red, fresh)",sayuran,168462,"Spinach, raw",Vegetables and Vegetable Products,0.4611,MEDIUM
tkpi_0164,"ubi jalar manis, segar (cassava starch, fresh)",umbi berpati,169985,"Cassava, raw",Vegetables and Vegetable Products,0.4604,MEDIUM
tkpi_1104,sirup (syrup),konfeksioneri,167953,Fruit syrup,Sweets,0.4579,MEDIUM
tkpi_1085,minyak wijen (sesame oil),minyak/lemak,171016,"Oil, sesame, salad or cooking",Fats and Oils,0.4575,MEDIUM
tkpi_0542,"tomat, air (sari), segar (tomato, juice, fresh)",sayuran,170458,"Tomato juice, canned, with salt added",Vegetables and Vegetable Products,0.4573,MEDIUM
tkpi_0883,"ikan ekor kuning, segar (yellowtail, fish, fresh)",ikan/kerang/udang dll,175163,"Fish, yellowtail, mixed species, raw",Finfish and Shellfish Products,0.4551,MEDIUM
tkpi_0767,"sapi, keleponan, segar (tripe, beef, fresh)",daging,170599,"Beef, variety meats and by-products, tripe, raw",Beef Products,0.453,MEDIUM
tkpi_0657,"kesemek, segar (persimmons, fresh)",buah,169942,"Persimmons, japanese, dried",Fruits and Fruit Juices,0.4516,MEDIUM
tkpi_1076,"lemak babi (bacon) (pork, fat, bacon)",minyak/lemak,167704,"Salad dressing, bacon and tomato",Fats and Oils,0.4496,MEDIUM
tkpi_0755,"domba, ginjal, segar (kidney, lamb, fresh)",daging,174442,"Lamb, New Zealand, imported, kidney, raw","Lamb, Veal, and Game Products",0.4491,MEDIUM
tkpi_0016,"jagung kuning pipil, kering, mentah (corn, yellow, raw)",serealia,170288,"Corn grain, yellow",Cereal Grains and Pasta,0.4438,MEDIUM
tkpi_0145,"gembili, ubi, segar (lesser yam, fresh)",umbi berpati,170071,"Yam, raw",Vegetables and Vegetable Products,0.4426,MEDIUM
tkpi_0741,"angsa, daging, segar (goose, meat, fresh)",daging,172413,"Goose, domesticated, meat only, raw",Poultry Products,0.4392,MEDIUM
tkpi_1086,minyak zaitun (olive oil),minyak/lemak,171413,"Oil, olive, salad or cooking",Fats and Oils,0.438,MEDIUM
tkpi_0147,"kaburan, ubi, segar (lesser yam, fresh)",umbi berpati,170071,"Yam, raw",Vegetables and Vegetable Products,0.4339,MEDIUM
tkpi_1097,gula putih (sugar cane),konfeksioneri,167743,"Syrup, Cane",Sweets,0.4316,MEDIUM
tkpi_0021,"jampang huma, mentah (ragi millet, raw)",serealia,168871,"Millet, cooked",Cereal Grains and Pasta,0.4309,MEDIUM
tkpi_1135,bekasang (fermented fish),bumbu,171606,Fish broth,"Soups, Sauces, and Gravies",0.4292,MEDIUM
tkpi_0900,"ikan lehoma, segar (indian mackerel, fresh)",ikan/kerang/udang dll,168149,"Fish, mackerel, salted",Finfish and Shellfish Products,0.4288,MEDIUM
tkpi_0894,"ikan kawalinya, segar (indian mackerel, fresh)",ikan/kerang/udang dll,168149,"Fish, mackerel, salted",Finfish and Shellfish Products,0.4288,MEDIUM
tkpi_0434,"daun lompong talas, segar (taro, leaf, fresh)",sayuran,169308,"Taro, raw",Vegetables and Vegetable Products,0.4275,MEDIUM
tkpi_0760,"sapi, babat, segar (tripe, fresh)",daging,170599,"Beef, variety meats and by-products, tripe, raw",Beef Products,0.427,MEDIUM
tkpi_0137,"batatas gembili, segar (lesser yam, fresh)",umbi berpati,170071,"Yam, raw",Vegetables and Vegetable Products,0.4238,MEDIUM
tkpi_0769,"sapi, otak, segar (brain, beef, fresh)",daging,168622,"Beef, variety meats and by-products, brain, raw",Beef Products,0.4212,MEDIUM
tkpi_0159,"suweg, talas, segar (elephant yam)",umbi berpati,170071,"Yam, raw",Vegetables and Vegetable Products,0.4204,MEDIUM
tkpi_0269,"kacang merah tua, kering (dark red kidney bean, dried)",kacang-kacangan,173744,"Beans, kidney, red, mature seeds, raw",Legumes and Legume Products,0.4186,MEDIUM
tkpi_0247,"kacang belimbing (kecipir), kering (winged bean, seed, raw)",kacang-kacangan,174283,"Winged beans, mature seeds, raw",Legumes and Legume Products,0.4184,MEDIUM
tkpi_0273,"kacang panjang, biji, kering (yardlong bean, seeded, dried)",kacang-kacangan,174281,"Yardlong beans, mature seeds, raw",Legumes and Legume Products,0.4178,MEDIUM
tkpi_1084,minyak kelapa sawit (palm oil),minyak/lemak,171015,"Oil, palm",Fats and Oils,0.4144,MEDIUM
tkpi_0494,"komak, segar (hyacinth bean, fresh)",sayuran,169234,"Hyacinth-beans, immature seeds, raw",Vegetables and Vegetable Products,0.4138,MEDIUM
tkpi_1079,"minyak hiu, hati (shark, fish, liver, oil)",minyak/lemak,173577,"Fish oil, cod liver",Fats and Oils,0.4136,MEDIUM
tkpi_0283,"komak polong, segar (hyacinth bean)",kacang-kacangan,175210,"Hyacinth beans, mature seeds, raw",Legumes and Legume Products,0.4133,MEDIUM
tkpi_1071,"susu skim, segar",susu,170887,"Yogurt, plain, skim milk",Dairy and Egg Products,0.4129,MEDIUM
tkpi_0766,"sapi, ginjal, segar (kidney, beef, fresh)",daging,174442,"Lamb, New Zealand, imported, kidney, raw","Lamb, Veal, and Game Products",0.4121,MEDIUM
tkpi_0523,"sawi, segar (chinese mustard, fresh)",sayuran,169256,"Mustard greens, raw",Vegetables and Vegetable Products,0.411,MEDIUM
tkpi_0158,"sente, talas, segar (giant taro, fresh)",umbi berpati,169308,"Taro, raw",Vegetables and Vegetable Products,0.4083,MEDIUM
tkpi_1116,"bawang putih, segar (garlic)",bumbu,171325,"Spices, garlic powder",Spices and Herbs,0.4073,MEDIUM
tkpi_1099,"kopi bubuk instant (coffee, instant)",konfeksioneri,168779,"Puddings, chocolate, dry mix, instant",Sweets,0.4069,MEDIUM
tkpi_0865,"ikan bambangan, segar (humphead snapper, fresh)",ikan/kerang/udang dll,173698,"Fish, snapper, mixed species, raw",Finfish and Shellfish Products,0.4067,MEDIUM
tkpi_1075,"lemak babi (lard) (pork, fat, lord)",minyak/lemak,171401,Lard,Fats and Oils,0.4057,MEDIUM
tkpi_0163,"ubi jalar, kuning, segar (sweet potato, yellowish, fresh)",umbi berpati,170542,"Sweet potato, frozen, cooked, baked, with salt",Vegetables and Vegetable Products,0.4047,MEDIUM
tkpi_0757,"kelinci, daging, segar (rabbit, meat, fresh)",daging,174347,"Game meat, rabbit, wild, raw","Lamb, Veal, and Game Products",0.4044,MEDIUM
tkpi_1136,cuka (vinegar),bumbu,173469,"Vinegar, cider",Spices and Herbs,0.4033,MEDIUM
tkpi_0472,"jamur tiram, segar (oyster mushroom)",sayuran,168580,"Mushrooms, oyster, raw",Vegetables and Vegetable Products,0.4027,MEDIUM
tkpi_0143,"gadung, ubi, segar (asiatic bitter yam, fresh)",umbi berpati,170071,"Yam, raw",Vegetables and Vegetable Products,0.4015,MEDIUM
tkpi_1132,"pala, biji, kering (nutmeg)",bumbu,171326,"Spices, nutmeg, ground",Spices and Herbs,0.4009,MEDIUM
tkpi_1126,"jahe, segar (ginger, root)",bumbu,170926,"Spices, ginger, ground",Spices and Herbs,0.4009,MEDIUM
tkpi_0462,"daun ubi putih, segar (sweet potato, whitish, leaf, fresh)",sayuran,170542,"Sweet potato, frozen, cooked, baked, with salt",Vegetables and Vegetable Products,0.3993,LOW
tkpi_0491,"ketimun, segar (cucumber, fresh)",sayuran,168409,"Cucumber, with peel, raw",Vegetables and Vegetable Products,0.399,LOW
tkpi_0520,"rebung, segar (bamboo shoot, fresh)",sayuran,169210,"Bamboo shoots, raw",Vegetables and Vegetable Products,0.3984,LOW
tkpi_0505,"labu siam, segar (chayote, fresh)",sayuran,170402,"Chayote, fruit, raw",Vegetables and Vegetable Products,0.396,LOW
tkpi_0441,"daun pakis, segar (fern, leaf, fresh)",sayuran,168553,"Tree fern, cooked, with salt",Vegetables and Vegetable Products,0.3959,LOW
tkpi_0165,"ubi jalar merah, segar (sweet potato, redish, fresh)",umbi berpati,170542,"Sweet potato, frozen, cooked, baked, with salt",Vegetables and Vegetable Products,0.3949,LOW
tkpi_0166,"ubi jalar putih, segar (sweet potato, whitish, fresh)",umbi berpati,170542,"Sweet potato, frozen, cooked, baked, with salt",Vegetables and Vegetable Products,0.3949,LOW
tkpi_0460,"daun ubi kuning, segar (sweet potato, yeallowish, leaf, fresh)",sayuran,170542,"Sweet potato, frozen, cooked, baked, with salt",Vegetables and Vegetable Products,0.394,LOW
tkpi_0289,"koro wedus, biji, kering (hyacinth bean)",kacang-kacangan,175210,"Hyacinth beans, mature seeds, raw",Legumes and Legume Products,0.3922,LOW
tkpi_1131,"merica, kering (pepper)",bumbu,170933,"Spices, pepper, white",Spices and Herbs,0.3911,LOW
tkpi_0762,"sapi, daging, kurus, segar (beef, low fat, fresh)",daging,168101,"Bologna, beef, low fat",Sausages and Luncheon Meats,0.3873,LOW
tkpi_0633,"duwet, segar (jambolan, fresh)",buah,168150,"Java-plum, (jambolan), raw",Fruits and Fruit Juices,0.3861,LOW
tkpi_0487,"kecombrang, segar (red ginger lily, fresh)",sayuran,169231,"Ginger root, raw",Vegetables and Vegetable Products,0.3857,LOW
tkpi_0045,roti putih,serealia,174075,"Bread, chapati or roti, whole wheat, commercially prepared, frozen",Baked Products,0.3856,LOW
tkpi_1042,"telur bebek alabio, segar (duck, alabio, egg, fresh)",telur,172189,"Egg, duck, whole, fresh, raw",Dairy and Egg Products,0.3851,LOW
tkpi_0808,"beef teriyaki, masakan",daging,167910,"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",Pork Products,0.3851,LOW
tkpi_0912,"ikan patin, segar (striped catfish, fresh)",ikan/kerang/udang dll,171948,"Fish, bass, striped, raw",Finfish and Shellfish Products,0.3848,LOW
tkpi_0463,"daun ubi tinta, segar (sweet potato, purpleish, leaf, fresh)",sayuran,170542,"Sweet potato, frozen, cooked, baked, with salt",Vegetables and Vegetable Products,0.3847,LOW
tkpi_1081,minyak kacang tanah (peanut oil),minyak/lemak,171410,"Oil, peanut, salad or cooking",Fats and Oils,0.3845,LOW
tkpi_0744,"ayam, hati, segar (chicken liver, raw)",daging,171060,"Chicken, liver, all classes, raw",Poultry Products,0.3837,LOW
tkpi_0714,"semangka, segar (water melon, fresh)",buah,169912,"Melon balls, frozen",Fruits and Fruit Juices,0.3829,LOW
tkpi_0747,"babi, ginjal, segar (kidney, pork, fresh)",daging,174442,"Lamb, New Zealand, imported, kidney, raw","Lamb, Veal, and Game Products",0.3821,LOW
tkpi_1040,"telur ayam ras, bagian kuning, segar (domestic chicken, egg, yolk, raw)",telur,173428,"Egg, yolk, dried",Dairy and Egg Products,0.3817,LOW
tkpi_0256,"kacang hijau var. bakti, kering (mung bean, raw)",kacang-kacangan,174256,"Mung beans, mature seeds, raw",Legumes and Legume Products,0.3784,LOW
tkpi_0257,"kacang hijau var. siwalik, kering (mung bean, raw)",kacang-kacangan,174256,"Mung beans, mature seeds, raw",Legumes and Legume Products,0.3784,LOW
tkpi_0861,"belut,laut, segar (eel, fresh)",ikan/kerang/udang dll,174193,"Fish, eel, mixed species, raw",Finfish and Shellfish Products,0.3775,LOW
tkpi_0420,"daun kelor, segar (drumstick tree, leaf, fresh)",sayuran,168416,"Drumstick leaves, raw",Vegetables and Vegetable Products,0.3764,LOW
tkpi_0428,"daun labu siam, segar (chayote, fresh)",sayuran,170402,"Chayote, fruit, raw",Vegetables and Vegetable Products,0.376,LOW
tkpi_0015,"jagung muda, kuning, mentah (corn,baby, yellow, raw)",serealia,170288,"Corn grain, yellow",Cereal Grains and Pasta,0.3737,LOW
tkpi_0471,"jamur merang, segar (straw mushroom)",sayuran,168582,"Mushrooms, straw, canned, drained solids",Vegetables and Vegetable Products,0.3729,LOW
tkpi_0013,"beras tumbuk merah, mentah (rice, brown with husk, raw)",serealia,168898,"Rice flour, brown",Cereal Grains and Pasta,0.3725,LOW
tkpi_0142,"gadeng/gadung, kering (asiatic bitter yam, fresh)",umbi berpati,170071,"Yam, raw",Vegetables and Vegetable Products,0.371,LOW
tkpi_0495,"kool kembang (cauliflower, fresh/white headed cabbage, fresh)",sayuran,169986,"Cauliflower, raw",Vegetables and Vegetable Products,0.3689,LOW
tkpi_0394,buah merah (red fruit),sayuran,170402,"Chayote, fruit, raw",Vegetables and Vegetable Products,0.3684,LOW
tkpi_0812,"chicken teriyaki, masakan",daging,167910,"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",Pork Products,0.3677,LOW
tkpi_0332,keju kacang tanah (peanut butter),kacang-kacangan,169869,"Peanut butter, reduced sodium",Legumes and Legume Products,0.367,LOW
tkpi_0713,"sawo manila, segar (sapodilla, manila, fresh)",buah,167759,"Sapodilla, raw",Fruits and Fruit Juices,0.365,LOW
tkpi_0748,"babi, hati, segar (liver, pork, fresh)",daging,167862,"Pork, fresh, variety meats and by-products, liver, raw",Pork Products,0.3613,LOW
tkpi_0640,"jambu biji (guava, fresh)",buah,174686,"Guava sauce, cooked",Fruits and Fruit Juices,0.3611,LOW
tkpi_0286,"koro kerupuk, biji, segar (hyacinth bean, seeded, fresh)",kacang-kacangan,175210,"Hyacinth beans, mature seeds, raw",Legumes and Legume Products,0.3601,LOW
tkpi_1041,"telur aayam ras, bagian putih, segar (domestic chicken, egg, white, raw)",telur,172204,"Egg, white, dried",Dairy and Egg Products,0.3573,LOW
tkpi_0291,"lamtoro biji, tua, segar (white leadtree, mature, fresh)",kacang-kacangan,175202,"Beans, white, mature seeds, raw",Legumes and Legume Products,0.3567,LOW
tkpi_0461,"daun ubi merah, segar (sweet potato, redish, leaf, freah)",sayuran,170542,"Sweet potato, frozen, cooked, baked, with salt",Vegetables and Vegetable Products,0.356,LOW
tkpi_0749,"bebek (itik), daging, segar (duck, meat, fresh)",daging,172411,"Duck, domesticated, meat only, cooked, roasted",Poultry Products,0.3559,LOW
tkpi_0007,"beras ketan hitam tumbuk, mentah (glutinous rice, black, husk,raw)",serealia,169711,"Rice, white, glutinous, unenriched, cooked",Cereal Grains and Pasta,0.3559,LOW
tkpi_0466,"genjer, segar (sawah lettuce, fresh)",sayuran,169249,"Lettuce, green leaf, raw",Vegetables and Vegetable Products,0.355,LOW
tkpi_0923,"ikan telan, segar (spiny eel, fresh)",ikan/kerang/udang dll,174193,"Fish, eel, mixed species, raw",Finfish and Shellfish Products,0.3527,LOW
tkpi_0924,"ikan tembang, segar (bonga shad, fresh)",ikan/kerang/udang dll,173696,"Fish, shad, american, raw",Finfish and Shellfish Products,0.3514,LOW
