food_id,food_name_original,food_name_normalized,source,source_url,category_original,category_normalized,water_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,vitamin_a_mcg,vitamin_b1_mg,vitamin_b2_mg,niacin_mg,vitamin_c_mg,unit_basis,scraped_at,cleaned_at,missing_nutrient_count,completeness_score,notes,name_norm,magnesium_mg,magnesium_mg_source,magnesium_mg_confidence,sugars_total_g,sugars_total_g_source,sugars_total_g_confidence,saturated_fat_g,saturated_fat_g_source,saturated_fat_g_confidence,cholesterol_mg,cholesterol_mg_source,cholesterol_mg_confidence,vitamin_b6_mg,vitamin_b6_mg_source,vitamin_b6_mg_confidence,vitamin_b12_mcg,vitamin_b12_mcg_source,vitamin_b12_mcg_confidence
myfcd_0030,BLACK EYE BEAN (KACANG MATA HITAM),black eye bean (kacang mata hitam),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R103003/0/20/0/0/0,Legumes and legume products,legumes and legume products,10.965,222.3533,20.2583,0.5417,29.9633,19.9917,3.6417,84.6,344.8333,0.53325,19.2,1149.1667,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,11,0.5,"{""dg"":"""",""dc"":""""}",black eye bean kacang mata hitam,88.4015444015444,USDA_category_mean,0.2814,4.053073170731707,USDA_category_mean,0.2814,1.2080034602076124,USDA_category_mean,0.2814,0.3204225352112676,USDA_category_mean,0.2814,0.2409211618257261,USDA_category_mean,0.2814,0.2477480916030534,USDA_category_mean,0.2814
myfcd_0031,CAROB FLOUR (TEPUNG KACANG KUDA),carob flour (tepung kacang kuda),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R103004/0/20/0/0/0,Legumes and legume products,legumes and legume products,10.54,222.3533,21.1133,1.7383,29.9633,11.3067,2.5733,1.5,303.8333,2.6417,11.2,592.6667,0.0006,2.3017,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,8,0.6364,"{""dg"":"""",""dc"":""""}",carob flour tepung kacang kuda,54.0,USDA_direct_medium,0.5732,49.08,USDA_direct_medium,0.5732,0.09,USDA_direct_medium,0.5732,0.0,USDA_direct_medium,0.5732,0.366,USDA_direct_medium,0.5732,0.0,USDA_direct_medium,0.5732
myfcd_0032,"SAUCE, SOYA, DARK","sauce, soya, dark",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R103033/0/20/0/0/0,Legumes and legume products,legumes and legume products,8.095,347.3017,31.926,19.2217,16.9717,24.2283,4.8783,282.2,487.4,0.53325,25.0,2275.4,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,9,0.5909,"{""dg"":"""",""dc"":""""}",sauce soya dark,88.4015444015444,USDA_category_mean,0.2248,4.053073170731707,USDA_category_mean,0.2248,1.2080034602076124,USDA_category_mean,0.2248,0.3204225352112676,USDA_category_mean,0.2248,0.2409211618257261,USDA_category_mean,0.2248,0.2477480916030534,USDA_category_mean,0.2248
myfcd_0033,"SAUCE, SOYA, LIGHT","sauce, soya, light",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R103034/0/20/0/0/0,Legumes and legume products,legumes and legume products,59.9633,99.64,2.68,0.0,22.23,2.4067,12.72,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",sauce soya light,88.4015444015444,USDA_category_mean,0.3112,4.053073170731707,USDA_category_mean,0.3112,1.2080034602076124,USDA_category_mean,0.3112,0.3204225352112676,USDA_category_mean,0.3112,0.2409211618257261,USDA_category_mean,0.3112,0.2477480916030534,USDA_category_mean,0.3112
myfcd_0034,PEANUT BUTTER CHOCOLATE STRIPES,peanut butter chocolate stripes,MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R104034/0/20/0/0/0,"Nuts, seeds and products","nuts, seeds and products",2.18,513.7683,20.3833,45.275,9.966,22.615,3.3567,161.8333,367.3333,0.53325,386.1667,1317.0,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,9,0.5909,"{""dg"":"""",""dc"":""""}",peanut butter chocolate stripes,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0035,BABY CORN (JAGUNG SAYUR),baby corn (jagung sayur),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R105006/0/20/0/0/0,Vegetables and vegetable products,vegetables and vegetable products,91.05,37.0,2.1667,0.1,6.1167,1.4167,0.55,15.3667,40.0333,0.3,3.5833,133.3333,0.0001,0.4833,0.0,0.0,,,0.0717,0.09085,0.33665,8.9,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,7,0.6818,"{""dg"":"""",""dc"":""""}",baby corn jagung sayur,31.708955223880597,USDA_category_mean,0.3551,3.343490054249548,USDA_category_mean,0.3551,0.2398865153538051,USDA_category_mean,0.3551,0.7215980024968789,USDA_category_mean,0.3551,0.175552070263488,USDA_category_mean,0.3551,0.0075409836065573,USDA_category_mean,0.3551
myfcd_0036,"CAPSICUM, GREEN (LADA BENGALA, HIJAU)","capsicum, green (lada bengala, hijau)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R105022/0/20/0/0/0,Vegetables and vegetable products,vegetables and vegetable products,95.3,20.3333,0.6833,0.15,3.4,1.3,0.45,9.5333,15.7667,0.4333,14.35,99.9833,0.0001,0.1667,0.0,0.0,,,0.0717,0.09085,0.33665,4.6333,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,7,0.6818,"{""dg"":"""",""dc"":""""}",capsicum green lada bengala hijau,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0037,"CAPSICUM, RED (LADA BENGALA, MERAH)","capsicum, red (lada bengala, merah)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R105023/0/20/0/0/0,Vegetables and vegetable products,vegetables and vegetable products,93.4667,28.8333,0.8667,0.1833,4.9333,1.95,0.5333,9.3167,20.7167,0.75,17.9,134.2167,0.0001,0.5,0.0,0.0,,,0.0717,0.09085,0.33665,11.0,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,7,0.6818,"{""dg"":"""",""dc"":""""}",capsicum red lada bengala merah,31.708955223880597,USDA_category_mean,0.2194,3.343490054249548,USDA_category_mean,0.2194,0.2398865153538051,USDA_category_mean,0.2194,0.7215980024968789,USDA_category_mean,0.2194,0.175552070263488,USDA_category_mean,0.2194,0.0075409836065573,USDA_category_mean,0.2194
myfcd_0038,"CAPSICUM, YELLOW (LADA BENGALA, KUNING)","capsicum, yellow (lada bengala, kuning)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R105024/0/20/0/0/0,Vegetables and vegetable products,vegetables and vegetable products,93.1167,28.6667,0.85,0.0333,5.3667,1.8167,0.6333,7.2167,16.0,0.5333,13.15,132.0667,0.0001,0.1833,0.0,0.0,,,0.0717,0.09085,0.33665,11.4,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,7,0.6818,"{""dg"":"""",""dc"":""""}",capsicum yellow lada bengala kuning,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0039,"SAUCE, CHILI THAI","sauce, chili thai",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R105150/0/20/0/0/0,Vegetables and vegetable products,vegetables and vegetable products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,22,0.0,"{""dg"":"""",""dc"":""""}",sauce chili thai,31.708955223880597,USDA_category_mean,0.3929,3.343490054249548,USDA_category_mean,0.3929,0.2398865153538051,USDA_category_mean,0.3929,0.7215980024968789,USDA_category_mean,0.3929,0.175552070263488,USDA_category_mean,0.3929,0.0075409836065573,USDA_category_mean,0.3929
myfcd_0040,"DRAGON FRUIT, RED (BUAH NAGA, ISI MERAH)","dragon fruit, red (buah naga, isi merah)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R106035/0/20/0/0/0,Fruits and fruit products,fruits and fruit products,86.7667,51.3333,1.3667,0.0667,10.9,0.8667,0.5667,8.9667,23.9333,0.1333,16.3,167.0667,0.0002,0.4667,0.0,0.0,,,0.0717,0.09085,0.33665,2.3667,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,7,0.6818,"{""dg"":"""",""dc"":""""}",dragon fruit red buah naga isi merah,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0041,"DRAGON FRUIT, WHITE (BUAH NAGA, ISI PUTIH)","dragon fruit, white (buah naga, isi putih)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R106036/0/20/0/0/0,Fruits and fruit products,fruits and fruit products,87.05,52.5,1.6,0.15,10.55,1.1,0.65,7.75,24.5,0.2,16.95,181.95,0.0001,0.45,0.0,0.0,,,0.0717,0.09085,0.33665,2.55,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,7,0.6818,"{""dg"":"""",""dc"":""""}",dragon fruit white buah naga isi putih,14.53757225433526,USDA_category_mean,0.2072,16.17869888475836,USDA_category_mean,0.2072,0.0952971246006389,USDA_category_mean,0.2072,0.0031055900621118,USDA_category_mean,0.2072,0.087833836858006,USDA_category_mean,0.2072,0.0147468354430379,USDA_category_mean,0.2072
myfcd_0042,HONEYDEW (TEMBIKAI SUSU),honeydew (tembikai susu),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R106051/0/20/0/0/0,Fruits and fruit products,fruits and fruit products,94.5,23.5,0.35,0.35,4.325,0.9,0.475,9.85,12.55,0.175,24.4,92.625,0.0001,0.225,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,7,0.6818,"{""dg"":"""",""dc"":""""}",honeydew tembikai susu,14.53757225433526,USDA_category_mean,0.3996,16.17869888475836,USDA_category_mean,0.3996,0.0952971246006389,USDA_category_mean,0.3996,0.0031055900621118,USDA_category_mean,0.3996,0.087833836858006,USDA_category_mean,0.3996,0.0147468354430379,USDA_category_mean,0.3996
myfcd_0043,LYCHEE IN TIN,lychee in tin,MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R106073/0/20/0/0/0,Fruits and fruit products,fruits and fruit products,71.1733,114.34,0.1267,0.02,28.4133,0.22,0.0467,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",lychee tin,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0044,POMEGRANATE (DELIMA),pomegranate (delima),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R106113/0/20/0/0/0,Fruits and fruit products,fruits and fruit products,82.5,80.0,1.5333,0.8,14.4,4.4667,0.7667,12.2,31.0,0.1667,20.7333,153.8667,0.0002,0.3667,0.0,0.0,,,0.0717,0.09085,0.33665,5.1333,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,7,0.6818,"{""dg"":"""",""dc"":""""}",pomegranate delima,7.0,USDA_direct_medium,0.5323,12.65,USDA_direct_medium,0.5323,0.077,USDA_direct_medium,0.5323,0.0,USDA_direct_medium,0.5323,0.04,USDA_direct_medium,0.5323,0.0,USDA_direct_medium,0.5323
myfcd_0045,ASPARTAME (ASPARTAM),aspartame (aspartam),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107001/0/20/0/0/0,Sugars and syrups,sugars and syrups,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,21.4633,3.3687,0.53325,24.6667,64.61,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,16,0.2727,"{""dg"":"""",""dc"":""""}",aspartame aspartam,35.81666666666667,USDA_category_mean,0.2906,42.15437086092715,USDA_category_mean,0.2906,5.790073313782991,USDA_category_mean,0.2906,8.912181303116148,USDA_category_mean,0.2906,0.069267558528428,USDA_category_mean,0.2906,0.1920138888888888,USDA_category_mean,0.2906
myfcd_0046,ORANGE FLAVOURED CANDY (GULA-GULA PERISA OREN),orange flavoured candy (gula-gula perisa oren),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107002/0/20/0/0/0,Sugars and syrups,sugars and syrups,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,18.595,1.4572,0.53325,79.7,2.895,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,16,0.2727,"{""dg"":"""",""dc"":""""}",orange flavoured candy gula gula perisa oren,35.81666666666667,USDA_category_mean,0.2074,42.15437086092715,USDA_category_mean,0.2074,5.790073313782991,USDA_category_mean,0.2074,8.912181303116148,USDA_category_mean,0.2074,0.069267558528428,USDA_category_mean,0.2074,0.1920138888888888,USDA_category_mean,0.2074
myfcd_0047,STRAWBERRY FLAVOURED CANDY (GULA-GULA PERISA STRAWBERI),strawberry flavoured candy (gula-gula perisa strawberi),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107004/0/20/0/0/0,Sugars and syrups,sugars and syrups,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,23.1767,1.5423,0.53325,45.0167,4.23,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,16,0.2727,"{""dg"":"""",""dc"":""""}",strawberry flavoured candy gula gula perisa strawberi,35.81666666666667,USDA_category_mean,0.2504,42.15437086092715,USDA_category_mean,0.2504,5.790073313782991,USDA_category_mean,0.2504,8.912181303116148,USDA_category_mean,0.2504,0.069267558528428,USDA_category_mean,0.2504,0.1920138888888888,USDA_category_mean,0.2504
myfcd_0048,CORDIAL ROOT BEER (KORDIAL RUT BIR),cordial root beer (kordial rut bir),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107005/0/20/0/0/0,Sugars and syrups,sugars and syrups,44.145,222.3533,0.1467,0.0,29.9633,3.0944,0.065,1.9405,0.3094,0.287,2.405,0.4225,0.0001,0.193,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,9,0.5909,"{""dg"":"""",""dc"":""""}",cordial root beer kordial rut bir,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0049,"CORDIAL, SOURSOP (KORDIAL DURIAN BELANDA)","cordial, soursop (kordial durian belanda)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107006/0/20/0/0/0,Sugars and syrups,sugars and syrups,35.1867,222.3533,0.1157,0.0,29.9633,28.7491,0.12,2.6382,1.5933,0.3377,19.6933,8.8828,0.0001,0.1087,0.5155,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,8,0.6364,"{""dg"":"""",""dc"":""""}",cordial soursop kordial durian belanda,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0050,"CORDIAL, GRAPE (KORDIAL ANGGUR)","cordial, grape (kordial anggur)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107007/0/20/0/0/0,Sugars and syrups,sugars and syrups,54.1283,222.3533,0.0233,0.0,29.9633,8.1962,0.1383,2.8922,1.6241,0.5332,33.4475,1.8453,0.0001,0.2074,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,8,0.6364,"{""dg"":"""",""dc"":""""}",cordial grape kordial anggur,35.81666666666667,USDA_category_mean,0.2074,42.15437086092715,USDA_category_mean,0.2074,5.790073313782991,USDA_category_mean,0.2074,8.912181303116148,USDA_category_mean,0.2074,0.069267558528428,USDA_category_mean,0.2074,0.1920138888888888,USDA_category_mean,0.2074
myfcd_0051,"CORDIAL, GUAVA (KORDIAL JAMBU BATU)","cordial, guava (kordial jambu batu)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107008/0/20/0/0/0,Sugars and syrups,sugars and syrups,33.11,222.3533,0.0,0.0,29.9633,3.0944,0.15,1.29,1.4447,0.3237,39.2575,19.179,0.0001,0.12,0.363,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,9,0.5909,"{""dg"":"""",""dc"":""""}",cordial guava kordial jambu batu,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0052,"CORDIAL, KIWI (KORDIAL KIWI)","cordial, kiwi (kordial kiwi)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107009/0/20/0/0/0,Sugars and syrups,sugars and syrups,31.5925,222.3533,0.0565,0.0,29.9633,3.6721,0.09,1.5502,1.0506,0.2423,26.75,5.2115,0.0001,1.292,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,8,0.6364,"{""dg"":"""",""dc"":""""}",cordial kiwi kordial kiwi,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0053,"CORDIAL, LIME (KORDIAL LIMAU NIPIS)","cordial, lime (kordial limau nipis)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107010/0/20/0/0/0,Sugars and syrups,sugars and syrups,65.7175,222.3533,0.0998,0.0,29.9633,4.5209,0.09,2.4475,1.5961,0.255,16.545,1.9672,0.0001,0.1387,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,8,0.6364,"{""dg"":"""",""dc"":""""}",cordial lime kordial limau nipis,35.81666666666667,USDA_category_mean,0.3138,42.15437086092715,USDA_category_mean,0.3138,5.790073313782991,USDA_category_mean,0.3138,8.912181303116148,USDA_category_mean,0.3138,0.069267558528428,USDA_category_mean,0.3138,0.1920138888888888,USDA_category_mean,0.3138
myfcd_0054,"CORDIAL, MANGO (KORDIAL MANGGA)","cordial, mango (kordial mangga)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107011/0/20/0/0/0,Sugars and syrups,sugars and syrups,53.094,222.3533,0.0513,0.0,29.9633,2.3511,0.1333,4.4493,3.4525,0.2696,15.7025,35.517,0.0001,0.2042,0.0,1.3037,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,8,0.6364,"{""dg"":"""",""dc"":""""}",cordial mango kordial mangga,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0055,"CORDIAL, ORANGE (KORDIAL OREN)","cordial, orange (kordial oren)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107012/0/20/0/0/0,Sugars and syrups,sugars and syrups,52.908,222.3533,0.0894,0.0,29.9633,16.4711,0.0333,1.5952,0.7252,0.2296,24.368,4.4788,0.0001,0.2767,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,8,0.6364,"{""dg"":"""",""dc"":""""}",cordial orange kordial oren,35.81666666666667,USDA_category_mean,0.3244,42.15437086092715,USDA_category_mean,0.3244,5.790073313782991,USDA_category_mean,0.3244,8.912181303116148,USDA_category_mean,0.3244,0.069267558528428,USDA_category_mean,0.3244,0.1920138888888888,USDA_category_mean,0.3244
myfcd_0056,"CORDIAL, PINEAPPLE(KORDIAL NENAS)","cordial, pineapple(kordial nenas)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107013/0/20/0/0/0,Sugars and syrups,sugars and syrups,31.4275,222.3533,0.1936,0.0,29.9633,9.1781,0.145,1.8173,4.5382,0.476,69.8425,112.5,0.0001,0.2225,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,11,0.5,"{""dg"":"""",""dc"":""""}",cordial pineapple kordial nenas,35.81666666666667,USDA_category_mean,0.3634,42.15437086092715,USDA_category_mean,0.3634,5.790073313782991,USDA_category_mean,0.3634,8.912181303116148,USDA_category_mean,0.3634,0.069267558528428,USDA_category_mean,0.3634,0.1920138888888888,USDA_category_mean,0.3634
myfcd_0057,"CORDIAL, ROSELLE (KORDIAL ROSEL)","cordial, roselle (kordial rosel)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107014/0/20/0/0/0,Sugars and syrups,sugars and syrups,41.5667,222.3533,0.1625,0.0,29.9633,5.9347,0.0917,5.3392,3.4975,0.4373,8.235,19.2772,0.0001,0.1313,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,8,0.6364,"{""dg"":"""",""dc"":""""}",cordial roselle kordial rosel,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0058,"CORDIAL, SARSI (KORDIAL SARSI)","cordial, sarsi (kordial sarsi)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107015/0/20/0/0/0,Sugars and syrups,sugars and syrups,61.6817,222.3533,0.089,0.0083,29.9633,3.0944,0.0767,0.9833,3.7183,0.2517,17.506,1.0348,0.0001,0.1708,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,9,0.5909,"{""dg"":"""",""dc"":""""}",cordial sarsi kordial sarsi,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0059,GLUCOSE (GLUKOSA),glucose (glukosa),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107016/0/20/0/0/0,Sugars and syrups,sugars and syrups,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,121.96,64.44,0.53325,23.93,6.44,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,16,0.2727,"{""dg"":"""",""dc"":""""}",glucose glukosa,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0060,HONEY,honey,MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107017/0/20/0/0/0,Sugars and syrups,sugars and syrups,18.95,324.0133,0.0467,0.0,80.9567,0.0,0.0467,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",honey,2.0,USDA_direct_high,1.0,82.12,USDA_direct_high,1.0,0.0,USDA_direct_high,1.0,0.0,USDA_direct_high,1.0,0.024,USDA_direct_high,1.0,0.0,USDA_direct_high,1.0
myfcd_0061,"JAM, APRICOT (JEM APRIKOT)","jam, apricot (jem aprikot)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107018/0/20/0/0/0,Sugars and syrups,sugars and syrups,31.4833,272.4933,0.425,0.0,67.205,0.5367,0.25,7.6333,7.5643,0.2,8.9167,140.89,0.0,0.01,0.0,0.0,,,0.0,0.0,22.0333,5.6733,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,4,0.8182,"{""dg"":"""",""dc"":""""}",jam apricot jem aprikot,35.81666666666667,USDA_category_mean,0.3312,42.15437086092715,USDA_category_mean,0.3312,5.790073313782991,USDA_category_mean,0.3312,8.912181303116148,USDA_category_mean,0.3312,0.069267558528428,USDA_category_mean,0.3312,0.1920138888888888,USDA_category_mean,0.3312
myfcd_0062,"JAM, BLUEBERRY (JEM BLUEBERI)","jam, blueberry (jem blueberi)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107019/0/20/0/0/0,Sugars and syrups,sugars and syrups,31.8283,271.9233,0.3083,0.01,67.2483,0.3983,0.1167,6.5167,5.2776,0.25,9.2333,112.5,0.0,0.0,0.0,0.0,,,0.0633,0.0,0.0,2.5167,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,5,0.7727,"{""dg"":"""",""dc"":""""}",jam blueberry jem blueberi,35.81666666666667,USDA_category_mean,0.3027,42.15437086092715,USDA_category_mean,0.3027,5.790073313782991,USDA_category_mean,0.3027,8.912181303116148,USDA_category_mean,0.3027,0.069267558528428,USDA_category_mean,0.3027,0.1920138888888888,USDA_category_mean,0.3027
myfcd_0063,"JAM, BLACKCURRENT (JEM ANGGUR HITAM)","jam, blackcurrent (jem anggur hitam)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107021/0/20/0/0/0,Sugars and syrups,sugars and syrups,33.3633,266.1333,0.2717,0.02,65.9917,0.09,0.1833,10.2833,6.0864,0.2,4.0667,112.5,0.0,0.07,0.0,0.0,,,0.0,0.0,0.155,2.65,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,5,0.7727,"{""dg"":"""",""dc"":""""}",jam blackcurrent jem anggur hitam,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
