food_id,food_name_original,food_name_normalized,source,source_url,category_original,category_normalized,water_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,vitamin_a_mcg,vitamin_b1_mg,vitamin_b2_mg,niacin_mg,vitamin_c_mg,unit_basis,scraped_at,cleaned_at,missing_nutrient_count,completeness_score,notes,name_norm,magnesium_mg,magnesium_mg_source,magnesium_mg_confidence,sugars_total_g,sugars_total_g_source,sugars_total_g_confidence,saturated_fat_g,saturated_fat_g_source,saturated_fat_g_confidence,cholesterol_mg,cholesterol_mg_source,cholesterol_mg_confidence,vitamin_b6_mg,vitamin_b6_mg_source,vitamin_b6_mg_confidence,vitamin_b12_mcg,vitamin_b12_mcg_source,vitamin_b12_mcg_confidence
myfcd_0064,"JAM, MANGO (JEM MEMPELAM)","jam, mango (jem mempelam)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107023/0/20/0/0/0,Sugars and syrups,sugars and syrups,48.0467,197.8133,1.8933,0.0,47.56,2.2233,0.2767,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",jam mango jem mempelam,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0065,"JAM, PINEAPPLE (JEM NENAS)","jam, pineapple (jem nenas)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107025/0/20/0/0/0,Sugars and syrups,sugars and syrups,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,22,0.0,"{""dg"":"""",""dc"":""""}",jam pineapple jem nenas,35.81666666666667,USDA_category_mean,0.3484,42.15437086092715,USDA_category_mean,0.3484,5.790073313782991,USDA_category_mean,0.3484,8.912181303116148,USDA_category_mean,0.3484,0.069267558528428,USDA_category_mean,0.3484,0.1920138888888888,USDA_category_mean,0.3484
myfcd_0066,"JAM, STRAWBERRY (JEM STRAWBERI)","jam, strawberry (jem strawberi)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107029/0/20/0/0/0,Sugars and syrups,sugars and syrups,31.2283,273.89,0.41,0.0233,67.6467,0.3817,0.2333,18.1,10.0148,0.2667,1.3667,112.5,0.0,0.0483,0.0,0.0,,,0.0867,0.0,0.0,3.2833,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,5,0.7727,"{""dg"":"""",""dc"":""""}",jam strawberry jem strawberi,35.81666666666667,USDA_category_mean,0.3322,42.15437086092715,USDA_category_mean,0.3322,5.790073313782991,USDA_category_mean,0.3322,8.912181303116148,USDA_category_mean,0.3322,0.069267558528428,USDA_category_mean,0.3322,0.1920138888888888,USDA_category_mean,0.3322
myfcd_0067,"JAM, ORANGE MARMALADE","jam, orange marmalade",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107041/0/20/0/0/0,Sugars and syrups,sugars and syrups,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,22,0.0,"{""dg"":"""",""dc"":""""}",jam orange marmalade,2.0,USDA_direct_high,0.8351,60.0,USDA_direct_high,0.8351,0.0,USDA_direct_high,0.8351,0.0,USDA_direct_high,0.8351,0.019,USDA_direct_high,0.8351,0.0,USDA_direct_high,0.8351
myfcd_0068,GRAPE FLAVOURED CANDY (GULA-GULA PERISA ANGGUR),grape flavoured candy (gula-gula perisa anggur),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107042/0/20/0/0/0,Sugars and syrups,sugars and syrups,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,21.2633,1.5237,0.53325,37.5267,11.9133,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,16,0.2727,"{""dg"":"""",""dc"":""""}",grape flavoured candy gula gula perisa anggur,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0069,"SUGAR, ICING (GULA ISING)","sugar, icing (gula ising)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107046/0/20/0/0/0,Sugars and syrups,sugars and syrups,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,30.684,0.6784,0.53325,23.102,7.19,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,16,0.2727,"{""dg"":"""",""dc"":""""}",sugar icing gula ising,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0070,PINEAPPLE FLAVOURED CANDY (GULA-GULA PERISA NANAS),pineapple flavoured candy (gula-gula perisa nanas),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R107047/0/20/0/0/0,Sugars and syrups,sugars and syrups,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,2.661,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,19,0.1364,"{""dg"":"""",""dc"":""""}",pineapple flavoured candy gula gula perisa nanas,35.81666666666667,USDA_category_mean,0.232,42.15437086092715,USDA_category_mean,0.232,5.790073313782991,USDA_category_mean,0.232,8.912181303116148,USDA_category_mean,0.232,0.069267558528428,USDA_category_mean,0.232,0.1920138888888888,USDA_category_mean,0.232
myfcd_0071,"BEEF, SAUSAGE (SOSEJ DAGING LEMBU)","beef, sausage (sosej daging lembu)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R108014/0/20/0/0/0,Meat and meat products,meat and meat products,68.05,194.0,12.6,11.4,6.1,8.1,1.85,11.9,118.4,1.5,511.8,103.4,0.0001,1.75,0.0,0.0,,,0.0717,0.09085,0.33665,8.7,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,7,0.6818,"{""dg"":"""",""dc"":""""}",beef sausage sosej daging lembu,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0072,"CHICKEN, SAUSAGE (SOSEJ DAGING AYAM)","chicken, sausage (sosej daging ayam)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R108040/0/20/0/0/0,Meat and meat products,meat and meat products,65.4167,192.6667,11.6833,10.4667,9.95,5.9,2.5167,67.5,154.6833,1.1333,675.3667,124.45,0.0001,1.0333,0.0,0.0,,,0.0717,0.09085,0.33665,8.4833,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,7,0.6818,"{""dg"":"""",""dc"":""""}",chicken sausage sosej daging ayam,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0073,"HEN EGG, LOWER CHOLESTROL, WITH VITAMIN E (TELUR AYAM RENDAH KOLESTROL, DENGAN VITAMIN E)","hen egg, lower cholestrol, with vitamin e (telur ayam rendah kolestrol, dengan vitamin e)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R109009/0/20/0/0/0,Eggs,eggs,12.7667,136.0,2.0333,1.35,0.3667,0.45,0.15,6.0667,19.8167,0.3167,24.9667,14.95,0.0,0.1667,0.0,0.0,,,0.0717,0.09085,0.33665,0.1333,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,7,0.6818,"{""dg"":"""",""dc"":""""}",hen egg lower cholestrol vitamin telur ayam rendah kolestrol dengan vitamin,27.27611940298507,USDA_category_mean,0.217,9.044745098039217,USDA_category_mean,0.217,7.532806896551724,USDA_category_mean,0.217,94.60627177700349,USDA_category_mean,0.217,0.1071716417910447,USDA_category_mean,0.217,0.9377611940298508,USDA_category_mean,0.217
myfcd_0074,"HEN EGG, OMEGA 3 (TELUR AYAM OMEGA 3)","hen egg, omega 3 (telur ayam omega 3)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R109010/0/20/0/0/0,Eggs,eggs,30.76,55.6,5.06,3.72,0.16,0.64,0.36,14.22,49.4,0.78,64.6,39.88,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,0.58,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,7,0.6818,"{""dg"":"""",""dc"":""""}",hen egg omega telur ayam omega,27.27611940298507,USDA_category_mean,0.2085,9.044745098039217,USDA_category_mean,0.2085,7.532806896551724,USDA_category_mean,0.2085,94.60627177700349,USDA_category_mean,0.2085,0.1071716417910447,USDA_category_mean,0.2085,0.9377611940298508,USDA_category_mean,0.2085
myfcd_0075,"Eeel, swamp, raw (Belut)","eeel, swamp, raw (belut)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R110064/0/20/0/0/0,"Fish, shellfish and products","fish, shellfish and products",81.011,222.3533,90.6333,2.5,29.9633,3.0944,5.9,453.1333,942.5333,4.8,182.7,1454.8,0.0003,7.1333,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,11,0.5,,eeel swamp belut,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0076,"SAUCE, OYSTER FLAVOURED","sauce, oyster flavoured",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R110126/0/20/0/0/0,"Fish, shellfish and products","fish, shellfish and products",38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,22,0.0,"{""dg"":"""",""dc"":""""}",sauce oyster flavoured,39.17045454545455,USDA_category_mean,0.2978,0.153515625,USDA_category_mean,0.2978,1.0472270588235293,USDA_category_mean,0.2978,72.53030303030303,USDA_category_mean,0.2978,0.284030888030888,USDA_category_mean,0.2978,4.861969111969112,USDA_category_mean,0.2978
myfcd_0077,BUTTER (MENTEGA KURANG MASIN),butter (mentega kurang masin),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111001/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,20.4638,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,21,0.0455,"{""dg"":"""",""dc"":""""}",butter mentega kurang masin,2.0,USDA_direct_medium,0.4242,0.06,USDA_direct_medium,0.4242,51.368,USDA_direct_medium,0.4242,215.0,USDA_direct_medium,0.4242,0.003,USDA_direct_medium,0.4242,0.17,USDA_direct_medium,0.4242
myfcd_0078,CHEESE SPREAD (KEJU SAPUAN),cheese spread (keju sapuan),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111004/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,23.09,29.9633,3.0944,0.9833,11.9,697.6266,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,20,0.0909,"{""dg"":"""",""dc"":""""}",cheese spread keju sapuan,27.27611940298507,USDA_category_mean,0.3989,9.044745098039217,USDA_category_mean,0.3989,7.532806896551724,USDA_category_mean,0.3989,94.60627177700349,USDA_category_mean,0.3989,0.1071716417910447,USDA_category_mean,0.3989,0.9377611940298508,USDA_category_mean,0.3989
myfcd_0079,"CHEESE, BLUE (KEJU, BIRU)","cheese, blue (keju, biru)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111005/0/20/0/0/0,Milk and milk products,milk and milk products,41.7533,372.0,18.0633,27.8567,20.95,0.0,4.1667,450.0,388.8096,0.0,1013.0,112.5,0.0,2.2233,0.0,0.0,,,0.0433,0.3033,18.66,0.0013,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,5,0.7727,"{""dg"":"""",""dc"":""""}",cheese blue keju biru,23.0,USDA_direct_medium,0.6301,0.5,USDA_direct_medium,0.6301,18.669,USDA_direct_medium,0.6301,75.0,USDA_direct_medium,0.6301,0.166,USDA_direct_medium,0.6301,1.22,USDA_direct_medium,0.6301
myfcd_0080,"CHEESE, BRIE (KEJU, BRIE)","cheese, brie (keju, brie)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111007/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,285.0646,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,21,0.0455,"{""dg"":"""",""dc"":""""}",cheese brie keju brie,20.0,USDA_direct_high,0.9241,0.45,USDA_direct_high,0.9241,17.41,USDA_direct_high,0.9241,100.0,USDA_direct_high,0.9241,0.235,USDA_direct_high,0.9241,1.65,USDA_direct_high,0.9241
myfcd_0081,"CHEESE, CAMEMBERT (KEJU, CAMEMBERT)","cheese, camembert (keju, camembert)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111008/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,341.5302,0.53325,42.137100000000004,245.438,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,20,0.0909,"{""dg"":"""",""dc"":""""}",cheese camembert keju camembert,20.0,USDA_direct_high,0.9241,0.46,USDA_direct_high,0.9241,15.259,USDA_direct_high,0.9241,72.0,USDA_direct_high,0.9241,0.227,USDA_direct_high,0.9241,1.3,USDA_direct_high,0.9241
myfcd_0082,"CHEESE, CHEDDAR, REDUCED FAT (KEJU CHEDDAR, KURANG LEMAK)","cheese, cheddar, reduced fat (keju cheddar, kurang lemak)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111010/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,450.1012,0.53325,42.137100000000004,97.6125,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,20,0.0909,"{""dg"":"""",""dc"":""""}",cheese cheddar reduced fat keju cheddar kurang lemak,16.0,USDA_direct_medium,0.4837,0.0,USDA_direct_medium,0.4837,0.0,USDA_direct_medium,0.4837,18.0,USDA_direct_medium,0.4837,0.045,USDA_direct_medium,0.4837,0.49,USDA_direct_medium,0.4837
myfcd_0083,"CHEESE, CHESDALE SLICES, PROCESSED (KEPINGAN KEJU CHESDALE)","cheese, chesdale slices, processed (kepingan keju chesdale)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111011/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,541.6629,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,21,0.0455,"{""dg"":"""",""dc"":""""}",cheese chesdale slices processed kepingan keju chesdale,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0084,"CHEESE, COLBY (KEJU, COLBY)","cheese, colby (keju, colby)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111013/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,460.734,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,21,0.0455,"{""dg"":"""",""dc"":""""}",cheese colby keju colby,26.0,USDA_direct_high,0.9108,0.52,USDA_direct_high,0.9108,20.218,USDA_direct_high,0.9108,95.0,USDA_direct_high,0.9108,0.079,USDA_direct_high,0.9108,0.83,USDA_direct_high,0.9108
myfcd_0085,"CHEESE, MOZARELLA (KEJU MOZARELLA)","cheese, mozarella (keju mozarella)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111015/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,478.9278,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,21,0.0455,"{""dg"":"""",""dc"":""""}",cheese mozarella keju mozarella,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0086,"CHEESE, PARMESAN (KEJU PARMESAN)","cheese, parmesan (keju parmesan)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111016/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,640.0575,0.53325,42.137100000000004,182.88,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,20,0.0909,"{""dg"":"""",""dc"":""""}",cheese parmesan keju parmesan,44.0,USDA_direct_medium,0.6172,0.11,USDA_direct_medium,0.6172,14.85,USDA_direct_medium,0.6172,68.0,USDA_direct_medium,0.6172,0.091,USDA_direct_medium,0.6172,1.2,USDA_direct_medium,0.6172
myfcd_0087,"CHEESE, RICOTTA (KEJU, RICOTTA)","cheese, ricotta (keju, ricotta)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111019/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,123.3827,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,21,0.0455,"{""dg"":"""",""dc"":""""}",cheese ricotta keju ricotta,20.0,USDA_direct_high,0.8466,0.27,USDA_direct_high,0.8466,6.42,USDA_direct_high,0.8466,49.0,USDA_direct_high,0.8466,0.097,USDA_direct_high,0.8466,0.85,USDA_direct_high,0.8466
myfcd_0088,"CREAM, WHIPPED (KRIM PUTAR)","cream, whipped (krim putar)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111020/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,51.7962,0.53325,42.137100000000004,94.765,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,20,0.0909,"{""dg"":"""",""dc"":""""}",cream whipped krim putar,27.27611940298507,USDA_category_mean,0.3818,9.044745098039217,USDA_category_mean,0.3818,7.532806896551724,USDA_category_mean,0.3818,94.60627177700349,USDA_category_mean,0.3818,0.1071716417910447,USDA_category_mean,0.3818,0.9377611940298508,USDA_category_mean,0.3818
myfcd_0089,CREAM CHEESE (KRIM KEJU),cream cheese (krim keju),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111021/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,86.063,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,21,0.0455,"{""dg"":"""",""dc"":""""}",cream cheese krim keju,9.0,USDA_direct_medium,0.4488,3.76,USDA_direct_medium,0.4488,20.213,USDA_direct_medium,0.4488,101.0,USDA_direct_medium,0.4488,0.056,USDA_direct_medium,0.4488,0.22,USDA_direct_medium,0.4488
myfcd_0090,"CREAMER, POWDER (KRIMER SERBUK)","creamer, powder (krimer serbuk)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111023/0/20/0/0/0,Milk and milk products,milk and milk products,2.0567,489.8733,1.6567,33.14,46.0967,14.2667,2.6333,11.9,354.7275,0.53325,42.137100000000004,662.8725,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,0.635,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,10,0.5455,"{""dg"":"""",""dc"":""""}",creamer powder krimer serbuk,27.27611940298507,USDA_category_mean,0.2643,9.044745098039217,USDA_category_mean,0.2643,7.532806896551724,USDA_category_mean,0.2643,94.60627177700349,USDA_category_mean,0.2643,0.1071716417910447,USDA_category_mean,0.2643,0.9377611940298508,USDA_category_mean,0.2643
myfcd_0091,"MILK, PASTEURISED, CHOCOLATE FLAVOUR","milk, pasteurised, chocolate flavour",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111026/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,22,0.0,"{""dg"":"""",""dc"":""""}",milk pasteurised chocolate flavour,27.27611940298507,USDA_category_mean,0.357,9.044745098039217,USDA_category_mean,0.357,7.532806896551724,USDA_category_mean,0.357,94.60627177700349,USDA_category_mean,0.357,0.1071716417910447,USDA_category_mean,0.357,0.9377611940298508,USDA_category_mean,0.357
myfcd_0092,"MILK, COW, FRESH","milk, cow, fresh",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111028/0/20/0/0/0,Milk and milk products,milk and milk products,52.4533,249.5133,11.0967,13.9133,19.9767,0.0,2.56,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",milk cow,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0093,"MILK DRINK, CULTURED","milk drink, cultured",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111029/0/20/0/0/0,Milk and milk products,milk and milk products,85.5,56.7733,1.13,0.0734,12.8233,0.27,0.17,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",milk drink cultured,27.27611940298507,USDA_category_mean,0.3921,9.044745098039217,USDA_category_mean,0.3921,7.532806896551724,USDA_category_mean,0.3921,94.60627177700349,USDA_category_mean,0.3921,0.1071716417910447,USDA_category_mean,0.3921,0.9377611940298508,USDA_category_mean,0.3921
myfcd_0094,"MILK, SWEETENED, CONDENSED","milk, sweetened, condensed",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111044/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,22,0.0,"{""dg"":"""",""dc"":""""}",milk sweetened condensed,26.0,USDA_direct_high,1.0,54.4,USDA_direct_high,1.0,5.486,USDA_direct_high,1.0,34.0,USDA_direct_high,1.0,0.051,USDA_direct_high,1.0,0.44,USDA_direct_high,1.0
myfcd_0095,"MILK, UHT, CHOCOLATE FLAVOUR","milk, uht, chocolate flavour",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111045/0/20/0/0/0,Milk and milk products,milk and milk products,85.7667,51.3833,2.56,0.69,8.7333,1.43,0.82,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",milk uht chocolate flavour,27.27611940298507,USDA_category_mean,0.357,9.044745098039217,USDA_category_mean,0.357,7.532806896551724,USDA_category_mean,0.357,94.60627177700349,USDA_category_mean,0.357,0.1071716417910447,USDA_category_mean,0.357,0.9377611940298508,USDA_category_mean,0.357
myfcd_0096,"MILK, UHT, FULL CREAM","milk, uht, full cream",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111047/0/20/0/0/0,Milk and milk products,milk and milk products,87.5033,61.9667,2.8333,3.42,4.9633,0.6767,0.6033,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",milk uht full cream,27.27611940298507,USDA_category_mean,0.2663,9.044745098039217,USDA_category_mean,0.2663,7.532806896551724,USDA_category_mean,0.2663,94.60627177700349,USDA_category_mean,0.2663,0.1071716417910447,USDA_category_mean,0.2663,0.9377611940298508,USDA_category_mean,0.2663
