food_id,food_name_original,food_name_normalized,source,source_url,category_original,category_normalized,water_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,vitamin_a_mcg,vitamin_b1_mg,vitamin_b2_mg,niacin_mg,vitamin_c_mg,edible_portion_percent,unit_basis,scraped_at,cleaned_at,missing_nutrient_count,completeness_score,notes
tkpi_0289,"Koro wedus, biji, kering (Hyacinth bean)","koro wedus, biji, kering (hyacinth bean)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,11.8,338.0,22.2,1.5,61.0,5.8,3.5,88.0,395.0,3.5,43.0,403.8,1.3,9.1,0.0,0.0,38.414939999999994,,0.62,0.12,1.8,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0290,"Lamtoro biji, muda, segar (White leadtree, inmature, fresh)","lamtoro biji, muda, segar (white leadtree, inmature, fresh)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,77.4,85.0,5.7,0.3,15.4,10.8,1.2,180.0,53.0,2.7,35.0,485.7,0.02,1.4,319.62606,0.0,423.0,,0.08,1.15,1.0,15.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0291,"Lamtoro biji, tua, segar (White leadtree, mature, fresh)","lamtoro biji, tua, segar (white leadtree, mature, fresh)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,61.4,148.0,10.6,0.5,26.2,17.0,1.3,155.0,59.0,2.2,28.0,628.5,0.03,2.4,370.42,82.24482,416.0,,0.23,0.49,2.8,20.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0292,Lamtoro var. gung tanpa kulit (White leadtree),lamtoro var. gung tanpa kulit (white leadtree),TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,10.2,367.0,46.4,5.4,32.5,2.6,4.4,136.0,441.0,23.3,65.0,1.462,0.07,5.6,7.314220000000001,115.1215,18.9,,0.06,1.15,1.0,9.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0293,Lamtoro var. lokal dengan kulit (White leadtree),lamtoro var. lokal dengan kulit (white leadtree),TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,13.5,336.0,23.8,1.2,59.7,15.4,1.8,867.0,321.0,1.5,134.0,1.858,0.07,5.4,173.54312000000004,177.64457999999996,321.0,,0.15,1.34,0.9,16.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0294,"Nangka, biji, segar (Jackfruit, seed, fresh)","nangka, biji, segar (jackfruit, seed, fresh)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,57.7,165.0,4.2,0.1,36.7,1.8,1.3,33.0,200.0,1.0,69.0,179.0,0.12,0.2,0.0,0.0,38.85914,,0.2,0.03,1.4,10.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0295,"Saga merah terkupas, kering (Red sandalwood, peeled)","saga merah terkupas, kering (red sandalwood, peeled)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,8.1,449.0,30.6,25.5,31.9,3.5,3.9,1.062,161.0,14.2,66.0,1.496,0.07,5.7,35.97288,80.52604000000001,107.0,,0.09,1.5,10.9,7.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0296,"Wijen, kering (Sesame seed)","wijen, kering (sesame seed)",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,5.8,568.0,19.3,51.1,18.1,3.6,5.8,1.125,614.0,9.5,18.0,303.7,4.16,7.9,2.6573,15.0,61.0348,,0.93,0.2,5.7,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0297,"Kacang belimbing, rebus","kacang belimbing, rebus",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,55.6,204.0,16.9,8.8,17.5,4.8,1.2,230.0,180.0,3.3,43.0,1.098,3.24,2.3,0.48578,27.36068,65.824,,0.2,0.48,0.7,6.82,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0298,"Kacang bogor, goreng","kacang bogor, goreng",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,3.0,479.0,12.7,23.2,58.9,1.2,2.2,135.0,184.0,2.9,680.91996,321.82081999999997,0.6362000000000001,2.305999999999999,108.96682,102.68,92.87752,,0.25,0.45,4.1,0.02,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0299,"Kacang bogor, rebus","kacang bogor, rebus",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,61.2,161.0,7.7,2.8,27.1,2.0,1.2,56.0,134.0,1.4,52.06486,223.07652,0.2247999999999999,0.998,0.0,0.0,0.2,,0.1,0.0902,0.7979999999999999,0.02,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0300,"Kacang gude, rebus","kacang gude, rebus",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,61.5,147.0,9.0,0.5,27.5,3.4,1.5,50.0,175.0,2.0,14.0,1.126,0.8,2.7,1.36,12.0,15.029560000000002,,0.1,0.07,13.2,14.68,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0301,"kacang hijau, rebus","kacang hijau, rebus",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,71.3,109.0,8.7,0.5,18.3,1.5,1.2,95.0,149.0,1.5,447.0,657.8,1.4,2.8,52.74402,18.0,120.0,,0.12,0.04,0.4,3.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0302,"Kacang kedelai, goreng","kacang kedelai, goreng",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,9.6,521.0,32.2,37.7,22.9,7.6,3.7,296.0,800.0,6.5,3.492,11.89,26.3,60.0,40.9949,54.083279999999995,20.0,,0.4,1.9,19.0,38.36,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0303,"Kacang kedelai, rebus","kacang kedelai, rebus",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,56.8,189.0,20.2,8.2,12.7,1.6,2.1,91.0,270.0,3.9,181.0,615.0,1.3,3.7,7.392060000000002,4.0,15.0,,0.2,0.04,0.5,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0304,"Kacang merah kering, rebus","kacang merah kering, rebus",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,59.6,158.0,10.3,0.9,28.2,2.6,1.0,160.0,149.0,3.7,6.0,311.0,0.27,1.5,6.78,0.1329,3.0694600000000003,,0.2,0.09,0.8,1.9,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0305,"Kacang merah segar, rebus","kacang merah segar, rebus",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,63.1,144.0,10.0,1.0,24.7,3.5,1.2,144.0,150.0,2.8,6.0,311.0,0.27,1.5,0.52,0.0,11.35372,,0.1,0.08,0.7,10.18,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0306,"Kacang mete/biji jambu monyet, goreng","kacang mete/biji jambu monyet, goreng",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,1.0,629.0,20.4,56.3,19.8,1.1,2.5,502.0,493.0,8.0,13.0,641.7,4.7,5.4,1.07372,5.0,33.862899999999996,,0.37,0.22,1.8,1.78,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0307,Kacang tanah rebus dg kulit,kacang tanah rebus dg kulit,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,40.2,360.0,13.5,31.2,12.8,3.120000000000001,2.3,42.0,177.0,1.4,32.0,483.0,1.6,2.0,0.0,1.9070799999999997,9.215000000000002,,0.44,0.13,9.0,5.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0308,"Kacang tanah, goreng","kacang tanah, goreng",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,2.5,564.0,25.5,44.4,25.5,2.8,2.8,106.0,390.0,4.1,36.067440000000005,452.1050399999997,1.5486000000000002,2.2079999999999997,0.4967,10.18,12.150260000000005,,0.4,0.295,6.312000000000003,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0309,"Kacang tanah, rebus","kacang tanah, rebus",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,62.1,220.0,10.6,18.0,8.0,1.0,1.3,89.0,273.0,1.9,36.0,536.2,1.78,2.2,0.86964,0.23548,4.4799799999999985,,0.1,0.2261999999999998,2.0060000000000007,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0310,"Kacang tolo, rebus","kacang tolo, rebus",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,64.4,138.0,10.7,1.1,22.6,0.9,1.2,165.0,172.0,4.0,13.0,6.7,0.8,6.1,306.12,274.21798,599.47988,,0.01,0.17,3.2,35.62,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0311,Ampas kacang hijau,ampas kacang hijau,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,70.6,96.0,3.7,0.6,19.1,2.7,0.6,133.0,150.0,1.3,10.78,286.546,0.2387999999999999,0.7100000000000003,0.0,1.0598599999999998,2.89022,,0.05,0.0692,0.442,10.2,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0312,"Ampas tahu, mentah","ampas tahu, mentah",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,84.1,67.0,5.0,2.1,8.1,4.1,0.6,460.0,88.0,1.0,8.0,184.5,0.17,0.5,2.28,0.0,12.02574,,0.06,0.02,0.1,12.24,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0313,Ampas tahu kukus,ampas tahu kukus,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,82.5,75.0,4.1,2.1,10.7,5.1,0.6,203.0,60.0,1.3,48.453140000000005,208.21146,0.2343999999999999,0.72,0.0,0.0,10.96904,,0.07,0.0972,0.7060000000000001,20.28,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0314,"Ampas tahu, kering","ampas tahu, kering",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,9.0,414.0,26.6,18.3,41.3,0.0,5.8,19.0,29.0,4.0,45.0,1.055,0.99,2.8,0.0,24.0,65.1076,,0.2,0.1,0.5,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0315,Pepea oncom ampas tahu,pepea oncom ampas tahu,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,80.9,76.0,5.2,1.8,10.6,2.2,1.5,215.0,66.0,12.5,235.28044000000003,253.58094,0.2965999999999999,0.7600000000000002,70.08,74.34536000000001,268.0,,0.11,0.1117999999999999,1.2140000000000004,11.26,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0316,Bungkil biji karet,bungkil biji karet,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,12.0,333.0,29.3,3.3,50.0,5.047999999999999,29.4,102.0,660.0,12.0,104.66508,295.1868400000001,1.195,4.575999999999999,0.0,30.281640000000003,45.31643999999999,,0.1,0.1962,5.350000000000001,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0317,Bungkil kacang tanah,bungkil kacang tanah,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,14.0,336.0,37.4,13.0,30.5,7.700000000000001,33.1,730.0,470.0,30.7,246.49648,387.41847999999993,1.6074000000000002,5.7219999999999995,0.0,64.87100000000001,65.66162,,0.04,0.9498,16.911999999999995,50.72,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0318,Bungkil kelapa,bungkil kelapa,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,16.0,368.0,23.0,15.0,40.0,7.784000000000003,38.0,137.0,433.0,41.5,203.73648,367.81804000000005,1.5952000000000002,4.984,0.0,55.859480000000005,44.29748000000001,,0.0,0.46,8.9,8.08,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0319,Dodol banjarmasin,dodol banjarmasin,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,17.3,368.0,2.6,8.6,70.0,0.5,1.5,51.0,180.0,3.3,48.0,96.0,0.4,2.6,0.0,0.0,0.0,,0.04,0.07,2.3,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,"Nama lainnya adalah Dodol kandangan. Bahan dasar terdiri dari Gula pasir, agar-agar, susu kental manis, santan, kacang tanah"
tkpi_0320,Emping (kerupuk melinjo),emping (kerupuk melinjo),TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,13.0,345.0,12.0,1.5,71.5,7.007999999999998,28.0,100.0,400.0,5.0,70.2151,184.28824000000003,0.8574,2.648,3.3247199999999997,0.754,7.652620000000001,,0.2,0.1893999999999999,5.332000000000001,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,"Bahan dasar terdiri dari biji melinjo dihaluskan, dicetak, dijemur dan digoreng"
tkpi_0321,Emping komak,emping komak,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,14.2,355.0,17.8,4.6,60.7,6.018000000000001,2.7,87.0,304.0,4.3,24.0,1.233,1.0,2.3,4.72,0.0,5.290179999999999,,0.2075999999999999,0.1482,0.6,0.78,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,Seperti emping melinjo namun berbahan dasar kacang komak. Khas lombok.
tkpi_0322,Enting-enting gepuk hello kity,enting-enting gepuk hello kity,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,2.4,538.0,13.6,30.3,52.6,0.2,1.0,81.0,248.0,1.6,95.94718,433.04136,1.3740000000000003,2.8239999999999994,0.0,143.67334,202.0,,1.0,0.2517999999999999,4.661999999999998,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,"Kacang tanah yang telah dipanaskan dalam cairan gula kental, digepuk di atas landasan batu. Berbentuk empat persegi panjang setebal 15 cm"
tkpi_0323,Enting-enting gepuk kacang tanah,enting-enting gepuk kacang tanah,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,4.2,524.0,13.3,29.2,52.0,0.2,1.4,76.0,248.0,1.4,99.02348,360.00118000000003,1.0324000000000002,2.392,0.0,130.1582,272.0,,0.62,0.2539999999999999,2.8239999999999994,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0324,Enting-enting wijen,enting-enting wijen,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,3.7,565.0,18.2,38.4,36.8,1.9,3.0,251.0,502.0,10.9,106.0695,434.24172,2.2030599999999994,4.002,0.0,180.64,240.0,,0.92,0.2337999999999999,4.559999999999999,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0325,Geplak,geplak,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,29.6,350.0,1.4,14.4,53.6,1.8,1.0,151.0,43.0,2.1,123.29656,144.71988,0.2033999999999999,0.7319999999999999,0.0,76.14,120.0,,0.12,0.02,0.8,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,Parutan kelapa kasar dengan gula pasir
tkpi_0326,Geplak jahe,geplak jahe,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,12.4,462.0,3.1,24.4,57.7,3.3,2.5,212.0,161.0,6.6,175.45006,219.65506,0.5726,1.114,0.0,142.94,272.0,,0.12,0.0,0.1,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,Parutan kelapa kasar dengan gula pasir dan jahe
tkpi_0327,Kacang atom,kacang atom,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,3.1,533.0,27.8,38.1,28.8,2.5,2.2,87.0,423.0,3.0,43.565439999999995,473.36825999999985,1.0240000000000002,2.733999999999999,0.6755800000000001,8.92,0.0,,0.06,0.2105999999999999,4.962,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,Bahan dasar terdiri dari kacang tanah kupas yang dibalur telur dan terigu kemudian digoreng
tkpi_0328,Kacang goyang,kacang goyang,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,8.3,516.0,14.7,31.1,44.4,4.555999999999999,1.5,34.0,230.0,0.7,2.0,365.0,0.6,1.7,356.54,94.15332,562.638,,0.4024,0.2037999999999999,2.606,2.18,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,Bahan dasar terdiri dari Kacang tanah digoyang di bawah lelehan gula yang telah di beri pewarna untuk membuat kacang goyang menjadi berwarna warni.
tkpi_0329,Kacang negara,kacang negara,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,3.1,480.0,18.4,19.1,58.5,11.7,0.9,34.0,404.0,10.3,1.01,385.0,2.5,7.1,649.72,159.93902000000003,547.9119999999999,,0.63,0.05,2.6,4.1,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0330,Kacang sukro,kacang sukro,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,4.7,484.0,8.8,26.1,57.7,1.8,2.7,49.0,194.0,2.5,65.08824,232.4404,0.5820000000000001,1.546,0.27974,0.27496,0.0,,0.06,0.1462,2.9899999999999993,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,"Kacang atom dengan merk dagang ""sukro"""
tkpi_0331,Kacang tanah sari,kacang tanah sari,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,2.1,561.0,25.5,43.8,26.0,2.2,2.6,50.0,324.0,3.1,44.62608,456.258,1.0058,2.9539999999999997,0.5455200000000001,12.0,0.0,,0.08,0.2013999999999999,6.628000000000002,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0332,Keju kacang tanah (peanut butter),keju kacang tanah (peanut butter),TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,3.0,590.0,27.0,49.0,20.9,1.6,0.1,60.0,360.0,2.0,355.0,492.4,0.57,2.7,0.0,0.0,49.54534,,0.3,0.2,16.2,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,Nama lainnya adalah selai kacang atau pindakaas. Bahan dasar kacang tanah yang dihaluskan dicampur dengan gula
tkpi_0333,Kembang tahu,kembang tahu,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,10.8,380.0,48.9,13.8,23.3,0.0,3.2,378.0,781.0,2.1,55.0,455.3,0.68,4.2,13.410500000000004,0.0,96.58622,,0.15,0.08,0.7,4.16,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,Produk sampingan proses perebusan kedelai yang diambil dari endapan yang terkumpul di permukaan air perebusan kedelai
tkpi_0334,Kembang tahu rebus,kembang tahu rebus,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,79.8,90.0,10.7,4.0,4.7,0.03,0.8,85.0,130.88,1.71,327.33094,235.952,0.2077999999999999,0.79,29.68,3.09738,1.2871,,0.1599999999999999,0.098,1.0380000000000005,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0335,Keripik oncom,keripik oncom,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,3.0,598.0,8.3,43.8,42.6,3.3,2.2,85.0,153.0,27.0,567.99778,431.4567199999999,1.5565199999999997,2.5099999999999993,113.41364,62.15846,1.608,,1.13,0.5075999999999998,2.828000000000001,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0336,Keripik tempe,keripik tempe,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,3.3,581.0,12.1,40.6,41.7,2.2,2.3,237.0,116.0,6.9,457.21532,399.9822400000001,1.0014000000000003,2.4360000000000004,174.38402000000002,75.83034,320.0,,0.35,0.3488,2.3339999999999996,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0337,Keripik tempe abadi besar,keripik tempe abadi besar,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,4.5,556.0,15.8,37.1,39.8,3.5,2.8,112.0,215.0,5.4,731.78004,461.8450399999998,1.5239199999999995,2.264,117.13966,94.36246,0.0,,0.63,0.3373999999999999,4.5299999999999985,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0338,Keripik tempe abadi murni,keripik tempe abadi murni,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,3.2,542.0,40.3,42.4,11.6,2.2,2.7,175.0,529.0,5.2,506.56004,470.7819599999999,1.5594,3.649999999999999,96.48804,155.28,50.0,,0.1,0.3288,1.66,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0339,Keripik tempe abadi sedang,keripik tempe abadi sedang,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,4.4,510.0,12.3,27.9,52.4,3.6,3.1,122.0,211.0,8.4,51.86114,425.08001999999993,1.5815199999999996,2.548,0.17604,12.90242,0.0,,0.52,0.2142,4.941999999999998,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0340,Keripik tempe abadi telur,keripik tempe abadi telur,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,4.5,529.0,20.8,31.7,40.2,3.0,2.9,124.0,222.0,5.4,732.00004,470.79923999999994,1.6266399999999992,2.51,127.65698,94.06246,0.0,,0.86,0.34,4.691999999999998,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0341,Kerupik tempe abadi prima,kerupik tempe abadi prima,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,4.8,540.0,16.7,33.9,42.0,2.2,2.6,92.0,184.0,3.2,39.13328,429.88692,1.2834,2.398000000000001,0.41948,9.28332,1.08,,0.38,0.2116,2.7239999999999984,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0342,Kwaci,kwaci,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,9.9,515.0,30.6,42.1,13.8,13.6,3.7,54.0,312.0,6.2,124.0,448.6,0.65,9.7,0.0,22.802000000000003,53.456900000000005,,0.02,0.19,0.3,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0343,Melinjo emping tebal goreng manis,melinjo emping tebal goreng manis,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,5.6,439.0,10.0,16.4,65.7,1.6519999999999997,2.3,66.0,225.0,3.2779999999999996,47.133680000000005,260.08238,0.5026,1.51,0.99974,0.1908,0.0,,0.1,0.1974,2.897999999999999,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0344,"Melinjo emping tebal, goreng asin","melinjo emping tebal, goreng asin",TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,8.0,431.0,11.1,16.2,63.0,1.4039999999999997,1.6,77.0,201.48,3.3379999999999983,51.46152,255.59983999999997,0.474,1.486,0.43974,0.13496,0.0,,0.08,0.1651999999999999,2.847999999999999,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0345,Melinjo emping tipis goreng,melinjo emping tipis goreng,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,3.3,485.0,11.5,24.5,59.1,1.5359999999999994,1.5,85.0,218.0,4.211999999999998,43.20784,325.8587200000001,0.6326000000000002,1.6739999999999997,0.27948,0.7,0.0,,0.11,0.2159999999999999,3.2839999999999994,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
tkpi_0346,Moon tahu,moon tahu,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,79.9,128.0,8.0,10.0,1.3,0.2,0.8,205.0,92.0,2.5,393.0,217.88114,0.2681999999999999,1.126,131.0,12.84116,5.3,,0.46,0.1877999999999999,1.14,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,"Tumisan terdiri dari campuran tahu, telur, ayam, kaldu dan bahan-bahan lainnya dikentalkan dengan tepung sagu."
tkpi_0347,Oncom,oncom,TKPI,https://www.panganku.org/id-ID/view,Kacang-Kacangan,kacang-kacangan,57.0,187.0,13.0,6.0,22.6,2.5679999999999996,1.4,96.0,115.0,27.0,92.23496,249.0392400000001,0.5352,2.09,0.0,11.127140000000002,4.15608,,0.09,0.0,1.6,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,
