kode_pangan,food_name_original,category_original,tipe_bahan,source,source_url,water_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,vitamin_b1_mg,vitamin_b2_mg,niacin_mg,vitamin_c_mg,notes
CP024,Emping (kerupuk melinjo),Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,13.0,345,12.0,1.5,71.5,,28.0,100,400,5.0,,,,,,,,0.20,,,0,"Bahan dasar terdiri dari biji melinjo dihaluskan, dicetak, dijemur dan digoreng"
CP025,Emping komak,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,14.2,355,17.8,4.6,60.7,,2.7,87,304,4.3,24,"1,233",1.00,2.3,,0,,,,0.6,,Seperti emping melinjo namun berbahan dasar kacang komak. Khas lombok.
CP026,Enting-enting gepuk hello kity,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,2.4,538,13.6,30.3,52.6,0.2,1.0,81,248,1.6,,,,,0,,202,1.00,,,0,"Kacang tanah yang telah dipanaskan dalam cairan gula kental, digepuk di atas landasan batu. Berbentuk empat persegi panjang setebal 15 cm"
CP027,Enting-enting gepuk kacang tanah,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,4.2,524,13.3,29.2,52.0,0.2,1.4,76,248,1.4,,,,,0,,272,0.62,,,0,
CP028,Enting-enting wijen,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.7,565,18.2,38.4,36.8,1.9,3.0,251,502,10.9,,,,,0,,240,0.92,,,0,
CP029,Geplak,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,29.6,350,1.4,14.4,53.6,1.8,1.0,151,43,2.1,,,,,0,,120,0.12,0.02,0.8,0,Parutan kelapa kasar dengan gula pasir
CP030,Geplak jahe,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,12.4,462,3.1,24.4,57.7,3.3,2.5,212,161,6.6,,,,,0,,272,0.12,0.00,0.1,0,Parutan kelapa kasar dengan gula pasir dan jahe
CP031,Kacang atom,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.1,533,27.8,38.1,28.8,2.5,2.2,87,423,3.0,,,,,,,0,0.06,,,0,Bahan dasar terdiri dari kacang tanah kupas yang dibalur telur dan terigu kemudian digoreng
CP032,Kacang goyang,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,8.3,516,14.7,31.1,44.4,,1.5,34,230,0.7,2,365.0,0.60,1.7,,,,,,,,Bahan dasar terdiri dari Kacang tanah digoyang di bawah lelehan gula yang telah di beri pewarna untuk membuat kacang goyang menjadi berwarna warni.
CP033,Kacang negara,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.1,480,18.4,19.1,58.5,11.7,0.9,34,404,10.3,"1,010",385.0,2.50,7.1,,,,0.63,0.05,2.6,,
CP034,Kacang sukro,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,4.7,484,8.8,26.1,57.7,1.8,2.7,49,194,2.5,,,,,,,0,0.06,,,0,"Kacang atom dengan merk dagang ""sukro"""
CP035,Kacang tanah sari,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,2.1,561,25.5,43.8,26.0,2.2,2.6,50,324,3.1,,,,,,,0,0.08,,,0,
CP036,Keju kacang tanah (peanut butter),Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.0,590,27.0,49.0,20.9,1.6,0.1,60,360,2.0,355,492.4,0.57,2.7,0,0,,0.30,0.20,16.2,0,Nama lainnya adalah selai kacang atau pindakaas. Bahan dasar kacang tanah yang dihaluskan dicampur dengan gula
CP037,Kembang tahu,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,10.8,380,48.9,13.8,23.3,0.0,3.2,378,781,2.1,55,455.3,0.68,4.2,,0,,0.15,0.08,0.7,,Produk sampingan proses perebusan kedelai yang diambil dari endapan yang terkumpul di permukaan air perebusan kedelai
CP038,Kembang tahu rebus,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,79.8,90,10.7,4.0,4.7,,0.8,85,,,,,,,,,,,,,,
CP039,Keripik oncom,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.0,598,8.3,43.8,42.6,3.3,2.2,85,153,27.0,,,,,,,"1,608",1.13,,,0,
CP040,Keripik tempe,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.3,581,12.1,40.6,41.7,2.2,2.3,237,116,6.9,,,,,,,320,0.35,,,0,
CP041,Keripik tempe abadi besar,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,4.5,556,15.8,37.1,39.8,3.5,2.8,112,215,5.4,,,,,,,0,0.63,,,0,
CP042,Keripik tempe abadi murni,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.2,542,40.3,42.4,11.6,2.2,2.7,175,529,5.2,,,,,,,50,0.10,,,0,
CP043,Keripik tempe abadi sedang,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,4.4,510,12.3,27.9,52.4,3.6,3.1,122,211,8.4,,,,,,,0,0.52,,,0,
CP044,Keripik tempe abadi telur,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,4.5,529,20.8,31.7,40.2,3.0,2.9,124,222,5.4,,,,,,,0,0.86,,,0,
CP045,Kerupik tempe abadi prima,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,4.8,540,16.7,33.9,42.0,2.2,2.6,92,184,3.2,,,,,,,"1,080",0.38,,,0,
CP046,Kwaci,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,9.9,515,30.6,42.1,13.8,13.6,3.7,54,312,6.2,124,448.6,0.65,9.7,0,,,0.02,0.19,0.3,0,
CP047,Melinjo emping tebal goreng manis,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,5.6,439,10.0,16.4,65.7,,2.3,66,225,,,,,,,,0,0.10,,,0,
CP048,"Melinjo emping tebal, goreng asin",Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,8.0,431,11.1,16.2,63.0,,1.6,77,,,,,,,,,0,0.08,,,0,
CP049,Melinjo emping tipis goreng,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.3,485,11.5,24.5,59.1,,1.5,85,218,,,,,,,,0,0.11,,,0,
CP050,Moon tahu,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,79.9,128,8.0,10.0,1.3,0.2,0.8,205,92,2.5,393,,,,131,,"5,300",0.46,,,0,"Tumisan terdiri dari campuran tahu, telur, ayam, kaldu dan bahan-bahan lainnya dikentalkan dengan tepung sagu."
CP051,Oncom,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,57.0,187,13.0,6.0,22.6,,1.4,96,115,27.0,,,,,0,,,0.09,0.00,1.6,0,
CP052,Oncom ampas kacang hijau,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,13.4,376,14.9,6.0,65.7,12.3,1.7,199,110,10.9,,,,,,,,0.03,,,,
CP053,Oncom kacang hijau + singkong,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,16.5,351,11.0,5.3,65.9,9.0,1.3,164,113,7.8,,,,,,,,0.01,,,,
CP054,Oncom kacang tanah pepes,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,65.0,132,12.7,3.8,13.7,3.1,4.8,133,355,34.4,,,,,,,10,0.08,0.20,0.7,0,
CP055,Rempeyek kacang tanah,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.9,513,17.5,32.5,44.3,1.7,1.8,65,202,2.6,,,,,,,0,0.10,,,0,Nama lainnya adalah peyek. Gorengan tipis renyah yang terdiri dari campuran  tepung beras dan kacang tanah
CP056,Rempeyek kacang tolo,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,6.1,451,11.2,20.2,59.7,1.8,2.8,156,221,4.6,,,,,,,0,0.02,,,0,Nama lainnya adalah peyek. Gorengan tipis renyah yang terdiri dari campuran  tepung beras dan kacang tolo
CP057,Rempeyek kacang uci,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,4.0,497,17.0,27.6,50.8,2.4,3.4,166,89,6.7,,,,,,,0,0.05,,,0,Nama lainnya adalah peyek. Gorengan tipis renyah  yang terdiri dari campuran  tepung beras dan kacang uci
CP058,Sayur lebui,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,83.9,64,2.1,0.6,12.5,5.7,0.9,21,2,1.0,124,146.0,0.20,0.7,,14,,,0.00,0.1,,"Bahan dasar kedelai hitam yang direbus bersama labu kuning, belimbing wuluh, tomat, cabai dan santan."
CP059,"Saridele, bubuk",Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.0,344,30.0,20.0,43.0,6.2,4.0,450,500,4.0,56,"2,572",2.99,4.0,,0,"2,000",0.70,0.16,2.0,10,
CP060,Susu kedelai,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,87.0,41,3.5,2.5,5.0,0.2,2.0,50,45,0.7,128,287.9,0.12,1.0,,,200,0.08,0.05,0.7,2,
CP061,"Tahu, mentah",Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,82.2,80,10.9,4.7,0.8,0.1,1.4,223,183,3.4,2,50.6,0.19,0.8,,118,,0.01,0.08,0.1,,
CP062,Tahu goreng,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,77.3,115,9.7,8.5,2.5,0.1,2.0,229,200,4.1,7,68.2,0.09,1.3,,0,0,0.01,0.24,0.0,0,
CP063,Tahu telur,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,41.8,328,12.6,19.9,24.6,0.4,1.1,492,238,4.9,755,,,,73,,"1,860",0.42,,,0,
CP064,Takwa,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,72.2,148,13.8,8.5,4.0,0.0,1.6,140,214,8.5,3,79.0,0.30,1.3,,,920,0.20,0.10,0.8,,
CP065,Tauco,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,54.0,184,11.4,5.5,22.2,1.9,6.9,72,463,6.0,"1,766",233.0,0.39,1.0,,0,664,0.32,0.20,0.8,0,"Biji kedelai  yang telah direbus, dihaluskan dan diaduk dengan tepung terigu kemudian difermentasi"
CP066,"Tauco cap beruang, cake",Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,11.4,347,7.4,5.2,67.6,3.2,8.4,63,106,6.2,,,,,,,936,0.35,,,0,
CP067,"Tauco cap DAS, cake",Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,10.2,358,7.5,4.3,70.4,3.1,7.6,94,94,4.5,,,,,,,504,0.29,,,0,
CP068,Tauco cap meong,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,59.7,159,7.4,4.9,21.3,1.6,6.7,183,84,10.1,"1,547",204.1,0.34,0.9,,0,472,0.46,0.18,0.7,0,
CP069,Tauji cap singa,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,30.4,277,9.1,4.7,49.6,1.2,6.2,68,106,3.0,,,,,,,936,0.15,,,0,
CP070,Tempe bongkrek,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,72.5,119,4.4,3.5,18.3,,146.3,27,100,2.6,,,,,0,,,0.08,,,0,Bahan dasar kacang kedelai dan ampas kelapa yang difermentasi
CP071,Tempe gembus P3G,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,81.9,73,5.7,1.3,10.3,4.2,0.8,204,80,1.5,,,,,,,22,0.09,0.10,0.9,,Bahan dasar ampas tahu difermentasi oleh kapang tempe
CP072,Tempe gembus yogya,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,80.7,76,6.8,0.7,10.6,5.3,1.1,76,142,16.5,,,,,,,,0.79,0.01,0.1,,
CP073,Tempe kacang babi,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,64.0,139,12.5,0.8,21.9,1.8,1.2,68,182,2.6,,,,,,,20,0.10,,,,
CP074,Tempe kacang belimbing,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,58.2,212,17.5,10.0,12.9,2.9,1.4,186,160,2.2,,,,,,,,0.20,,,,
CP075,Tempe kedelai + jagung,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,70.6,143,12.0,5.5,11.4,1.9,0.6,155,156,6.8,,,,,,,"1,320",0.33,0.15,1.2,,
CP076,"Tempe kedelai murni, goreng",Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,36.8,350,24.5,26.6,10.4,4.2,1.8,202,296,4.9,22,626.7,0.80,2.5,,,78,0.24,0.60,3.3,0,
CP077,"Tempe kedelai murni, mentah",Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,55.3,201,20.8,8.8,13.5,1.4,1.6,155,326,4.0,9,234.0,0.57,1.7,,0,,0.19,0.59,4.9,,
CP078,Tempe koro benguk,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,64.0,141,10.2,1.3,23.2,,1.3,42,15,2.6,,,,,0,,,0.09,,,0,
CP079,Tempe lamtoro,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,66.8,128,10.7,0.5,21.3,7.1,0.7,203,108,0.6,,,,,,,121,0.17,,,2,
CP080,Tempe lamtoro var. gung dengan kulit,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,65.1,146,11.7,2.3,19.6,7.6,1.3,128,41,6.8,,,,,,,"1,370",0.19,,1.4,,
CP081,Tempe lamtoro var. gung tanpa kulit,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,67.1,131,18.0,0.8,13.0,1.3,1.1,95,154,12.4,,,,,,,"5,900",0.20,0.02,2.6,,
CP082,Tempe pasar,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,68.3,150,14.0,7.7,9.1,1.4,0.9,517,202,1.5,7,165.9,0.40,1.2,,0,,0.17,0.44,3.6,,
CP083,Tempe pasar goreng,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,42.9,336,20.0,28.0,7.8,3.4,1.3,156,350,3.0,20,566.2,0.80,2.2,,,10,0.10,0.50,3.0,0,
CP084,Tepung hunkwe (pati kacang ijo),Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,10.0,364,4.5,1.0,83.5,16.1,1.0,50,100,1.0,15,"1,232",0.93,2.7,0,,,0.00,0.23,2.2,0,
CP085,Tepung Jalejo,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,10.0,388,19.0,7.5,61.2,5.8,2.3,101,663,2.0,3,712.0,0.60,1.9,,"1,000",0,0.02,0.70,1.6,9,"Bahan dasar terdiri dari jagung, kedelai, kacang hijau. Khas Jakarta"
CP086,Tepung kacang kedelai,Kacang-Kacangan,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,9.0,347,35.9,20.6,29.9,5.8,4.0,195,544,8.4,52,"2,522","4,303",2.6,,0,140,0.77,0.32,2.1,0,
DR001,"Akar tonjong, segar (Lotus root, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,86.7,45,1.1,0.4,10.8,1.2,1.0,72,125,1.3,96,"1,147",0.02,0.2,0,83,90,0.02,0.03,1.9,2,
DR002,"Ale,toge, segar",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,90.6,37,4.4,0.5,3.8,1.7,0.7,50,248,2.0,2,105.0,0.16,0.4,0,0,35,0.02,0.09,0.6,46,
DR003,"Andaliman, segar",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,74.2,99,4.6,1.0,18.0,8.5,2.2,383,107,2.9,,,,,0,,"6,300",3.00,,,15,
DR004,"Andewi, segar (Endive, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,91.8,226,1.6,0.2,5.3,4.1,1.1,33,66,1.0,29,414.6,0.13,1.0,,"1,717",,0.14,0.09,0.5,10,
DR005,"Bakung, segar (Welsh onion, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,92.5,27,2.0,0.2,4.2,3.8,1.1,19,20,0.5,37,340.0,0.20,0.3,,"1,080",,0.20,0.10,0.3,42,
DR006,"Baligo, segar (Wax gourd)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,96.1,15,0.4,0.2,3.0,0.4,0.3,19,19,0.4,2,131.1,0.02,0.6,,0,,0.04,0.02,0.3,13,
DR007,"Bawang bombay, segar (Onion, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.5,43,1.4,0.2,10.3,2.0,0.6,32,44,0.5,12,9.6,0.10,0.3,,788,50,0.03,0.21,0.4,9,
DR008,"Bayam, segar (Spinach, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,94.5,16,0.9,0.4,2.9,0.7,1.3,166,76,3.5,16,456.4,0.13,0.4,,"2,699","2,293",0.04,0.10,1.0,41,
DR009,"Bayam merah, segar (Spinach, red, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,88.5,41,2.2,0.8,6.3,2.2,2.2,520,80,7.0,20,60.0,0.20,0.8,0,"7,325",,0.20,0.10,0.1,62,
DR010,"Bit, segar (Beet, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.6,41,1.6,0.1,9.6,2.6,1.1,27,43,1.0,29,404.9,0.20,0.7,,0,20,0.02,0.05,0.3,10,
DR011,"Buah kelor (West Indian bean, fruit)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,89.5,38,1.5,0.2,7.5,3.2,1.3,30,54,0.0,48,216.0,0.00,0.2,,31,,0.10,0.10,4.1,25,
DR012,Buah merah (Red fruit),Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,81.2,87,2.6,2.7,13.1,4.0,0.4,30,1,1.1,110,140.0,0.10,0.3,0,0,,1.50,0.10,0.2,15,
DR013,"Buncis, segar (Green bean, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,89.6,34,2.4,0.3,7.2,1.9,0.5,101,42,0.7,8,250.0,0.07,0.3,0,772,550,0.05,0.40,2.8,11,
DR014,"Bunga pepaya, segar (Papaya, flower, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.3,45,2.6,0.3,8.1,1.6,1.7,290,113,4.2,2,478.3,0.08,0.8,,"2,792",5,0.01,0.28,1.0,23,
DR015,"Bunga turi, segar (Hummingbird tree)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,90.4,42,2.0,1.1,6.1,3.3,0.4,28,23,0.8,29,97.4,0.10,0.6,,"1,200",0,0.50,0.02,0.4,1,
DR016,"Caisin, segar (Caisin, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,93.6,20,1.7,0.4,3.4,1.2,0.9,123,40,1.9,18,358.2,0.05,1.4,,"1,675","4,188",0.04,0.19,0.6,3,
DR017,"Daun bangun-bangun, segar",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,92.5,27,1.3,0.6,4.0,1.0,1.6,279,40,13.6,4,144.0,,,,"1,489","13,288",0.16,0.10,0.0,5,
DR018,"Daun bawang  merah, segar (Shallot, leaf, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,89.1,41,2.0,0.3,7.8,2.1,0.8,60,40,2.3,30,90.0,0.10,0.3,0,218,,0.10,0.10,0.2,11,
DR019,"Daun bebuas, segar",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.9,41,2.7,1.0,7.3,2.1,1.1,29,245,1.5,,,,,0,,"3,099",0.01,,,3,
DR020,"Daun belem, segar",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,84.6,50,4.4,1.4,7.8,1.9,1.8,698,151,7.5,,,,,0,,"13,072",0.05,,,21,
DR021,"Daun bluntas, segar",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,86.0,44,1.8,0.5,9.4,,2.3,256,49,5.6,,,,,,,"3,980",0.02,,,30,
DR022,"Daun gandaria, segar (Gandaria, leaf, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,81.0,63,3.1,0.3,14.0,2.1,1.6,40,45,4.7,3,127.7,,,,503,600,0.04,0.04,0.2,61,
DR023,"Daun gedi besar, segar (Aibika, sunset hibiscus, big, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,84.0,58,2.9,0.7,10.0,3.3,2.4,440,100,1.9,30,40.0,0.20,2.1,,596,,0.40,0.50,2.8,11,
DR024,"Daun gedi kecil, segar (Aibika, sunset hibiscus, small, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,83.7,61,3.2,0.7,10.4,3.4,2.0,420,70,1.7,20,50.0,0.10,1.4,,607,,0.40,0.30,2.9,11,
DR025,"Daun gelang, segar (Purslane, leaf, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,90.3,30,1.3,0.7,5.8,1.3,1.9,350,210,11.9,5,333.3,0.31,1.2,0,"4,701","1,954",0.01,0.14,0.7,1,
DR026,"Daun gunda bali, segar",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,86.4,50,4.6,0.9,7.0,1.4,1.1,167,62,0.5,,,,,0,,"6,571",0.05,,,20,
DR027,"Daun gunda serang, segar",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,84.6,62,4.2,0.9,9.2,1.3,1.1,171,64,0.6,,,,,0,,"7,347",0.02,,,20,
DR028,"Daun jambu mete muda, segar (Cashew Leaf, young, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.0,78,4.6,0.5,16.2,3.0,0.7,33,64,8.9,14,670.5,,,,"4,484","2,689",0.02,1.12,1.1,65,
DR029,"Daun jampang, segar",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,88.9,34,3.8,0.5,5.3,1.4,1.5,21,245,1.0,,,,,0,,"4,357",0.03,,,3,
DR030,"Daun jawaw seluang, segar",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,77.2,93,5.0,1.3,15.3,3.9,1.2,146,103,5.3,2,434.0,0.50,1.5,,,,0.10,0.70,,9,
DR031,"Daun jonghe, segar (Sow thistle, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,91.4,27,2.1,0.7,4.4,2.0,1.4,253,192,9.5,,,,,0,,"5,057",0.01,,,1,
DR032,"Daun kacang ma, segar",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,89.1,36,2.9,0.6,6.8,1.8,0.6,64,220,2.2,7,485.3,0.20,0.3,,"2,893","4,377",0.04,0.18,1.2,4,
DR033,"Daun kacang panjang, segar (Yard-long bean, leaf, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,89.7,30,3.1,0.3,5.8,1.7,1.1,200,66,4.5,7,458.6,0.20,0.3,0,"2,734","4,592",0.33,0.20,1.1,30,
DR034,"Daun kasbi/singkong karet, segar (Ceara rubber tree,fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.3,92,4.0,3.6,10.9,5.8,1.2,140,70,1.6,70,90.0,0.30,1.1,,"9,999",,0.10,0.20,0.1,74,
DR035,"Daun katuk, segar (Star goose berry, leaf, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,81.0,59,6.4,1.0,9.9,1.5,1.7,233,98,3.5,21,478.8,0.30,1.3,,"9,152","10,020",0.00,0.31,2.3,164,
DR036,"Daun kecipir, segar (Winged bean, leaf, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,85.0,52,5.0,0.5,8.5,,1.0,134,81,6.2,6,114.0,0.30,0.8,,"3,981","5,240",0.28,0.40,2.2,29,
DR037,"Daun kedondong, segar (Ambarella, leaf, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,81.0,59,3.5,0.3,13.4,10.7,1.8,540,82,6.2,12,579.0,,,,"1,624","2,900",0.06,0.20,1.5,29,
DR038,"Daun kelor, segar (Drumstick tree, leaf, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.5,92,5.1,1.6,14.3,8.2,3.5,"1,077",76,6.0,61,298.0,0.10,0.6,,"3,266",,0.30,0.10,4.2,22,
DR039,"Daun kemang, segar (Kemang, leaf, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,85.0,43,5.5,0.3,7.5,8.4,1.7,35,106,1.0,10,457.1,,,,"1,282","1,017",0.06,0.10,1.2,30,
DR040,"Daun kenikir, segar (Cosmos, leaf, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.6,45,3.7,0.5,6.6,5.8,1.7,328,65,2.7,6,431.0,0.10,0.6,,"30,200",12,0.50,0.30,4.5,0,
DR041,"Daun kesum, segar (Garlic, leaf, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,84.8,48,4.5,0.8,9.1,1.6,0.8,125,142,2.6,11,174.7,0.40,1.2,0,"4,216","8,715",0.01,0.10,1.6,4,
DR042,"Daun kol sawi, segar (Indian mustard, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,93.1,22,2.1,0.5,3.6,0.9,0.7,200,92,3.2,19,386.2,0.10,0.2,0,"1,806","2,177",0.03,0.20,0.6,3,
DR043,"Daun koro, segar",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,91.0,23,3.0,0.3,3.7,,2.0,134,81,6.2,4,68.4,0.20,0.5,,"2,386","5,240",0.28,0.20,1.3,29,
DR044,"Daun kubis, segar (Cabbage, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,86.2,51,2.5,1.1,8.0,3.4,2.2,100,50,3.4,50,100.0,0.90,0.6,,"9,999",,0.40,0.10,0.2,16,
DR045,"Daun kumak, segar (hyacinthbean, leaf, fresh)",Sayuran,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,95.2,14,1.3,0.3,2.3,0.9,0.9,90,59,2.7,2,36.5,0.10,0.3,,"1,274","2,961",0.01,0.00,0.5,3,
